Group_UCDP_ID,Group_UCDP_Name_short,Group_UCDP_Name_long,Group_UCDP_Earliest_year,Group_UCDP_Latest_year,Group_Information_available,Group_Smallarms,Group_Lightweapons,Group_MCW,Group_Explosives,Group_Other,Group_SA_Machineguns,Group_SA_Pistols_revolvers,Group_SA_Rifles_Shotguns,Group_LW_Heavymachguns_Cannons,Group_LW_Launchers,Group_LW_Mortars,Group_MCW_Aircraft,Group_MCW_Airdefence,Group_MCW_Armouredvehicles,Group_MCW_Artillery,Group_MCW_Ships,Group_MCW_Tanks,Group_Expl_Devices_materials,Group_Expl_Landmines,Group_SA_lowerbound,Group_LW_lowerbound,Group_MCW_lowerbound,Group_Expl_lowerbound,Group_Other_lowerbound,Group_SA_lowerbound_metric,Group_LW_lowerbound_metric,Group_MCW_lowerbound_metric,Group_Expl_lowerbound_metric,Group_Other_lowerbound_metric,Group_Recordedtransfers,Group_Recordedtransfers_SA,Group_Recordedtransfers_LW,Group_Recordedtransfers_MCW,Group_Recordedtransfers_Expl,Group_Evidenceentries,Group_Evidenceentries_qnty,Group_Potential_armament_origins
194.0,MCC,Maoist Communist Centre,1999.0,2004.0,No info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
195.0,CPI-Maoist,Communist Party of India – Maoist,2005.0,2018.0,Some info available,3.0,2.0,0.0,4.0,0.0,1.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,4.0,0.0,474.0,0.0,0.0,1039.0,0.0,4.0,1.0,1.0,0.0,2.0,77.0,55.0,KLO
201.0,KIO,"Kachin Independence Organization,  Kachin Independence Army (KIA)",1989.0,2018.0,Some info available,4.0,3.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,4.0,3.0,2.0,4.0,1.0,1092.42,857.2,15.0,18486.0,4.0,0.0,0.0,0.0,0.0,0.0,69.0,63.0,
205.0,PFLP,Popular Front for the Liberation of Palestine,1989.0,2001.0,Some info available,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,
206.0,PFLP-GC,Popular Front for the Liberation of Palestine-General Command,1989.0,1989.0,Some info available,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
207.0,Fatah,,1990.0,2007.0,Some info available,3.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,17.0,2.0,Israel
208.0,PIJ (Israel/Palestine)*,,,,Some info available,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,554.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,5.0,
209.0,Hamas (Palestine)*,,,,Some info available,4.0,4.0,3.0,4.0,0.0,2.0,1.0,4.0,0.0,4.0,3.0,1.0,2.0,0.0,3.0,0.0,0.0,4.0,2.0,4.0,4.0,2.0,4.0,0.0,9066.0,1364.0,53.0,4008.0,0.0,22.0,3.0,7.0,6.0,6.0,96.0,32.0,"Egypt, Iran, Jordan, North Korea"
210.0,PNA,Palestinian National Authority,1996.0,2002.0,No info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
211.0,AMB,"Kateab al-Shaheed al Aqsa, Al-Aqsa Martyrs’ Brigades",2002.0,2004.0,Some info available,2.0,2.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,30.0,15.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,17.0,6.0,
212.0,PRC (Israel/Palestine)*,,,,Some info available,2.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,2.0,North Korea
223.0,NSCN-IM,National Socialist Council of Nagaland - Isaac-Muivah faction,1992.0,2000.0,Some info available,2.0,2.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,35.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,26.0,
224.0,NSCN-K,National Socialist Council of Nagaland - Khaplang faction,1991.0,2007.0,Some info available,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,
225.0,KNPP,Karenni National Progressive Party,1992.0,2005.0,Some info available,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,
231.0,SCIRI,Supreme Council of the Islamic Revolution in Iraq,1991.0,1996.0,No info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
233.0,Ansar al-Islam,,2004.0,2011.0,No info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
234.0,IS,,2004.0,2018.0,Some info available,4.0,4.0,4.0,4.0,4.0,2.0,0.0,4.0,2.0,4.0,3.0,3.0,2.0,3.0,4.0,0.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,3308.0,1293.8,1698.5,19646.0,3658.0,3.0,0.0,2.0,1.0,0.0,121.0,54.0,"Qatar, Russia, Saudi Arabia, Sudan"
235.0,RJF,Reform and Jihad Front,2005.0,2007.0,No info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
242.0,Forces of Michel Aoun,,1989.0,1990.0,Some info available,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,
243.0,LF (Lebanon)*,,,,Some info available,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,290.5,0.0,0.0,12.0,0.0,0.0,12.0,0.0,17.0,13.0,"Iraq, Israel, South Africa"
246.0,LRM,Lao Resistance Movement,1989.0,1990.0,Some info available,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,
255.0,MTA (Myanmar)*,,,,Some info available,4.0,3.0,1.0,3.0,0.0,0.0,2.0,4.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,2.0,1.0,3.0,0.0,1133.0,75.7,2.0,508.0,0.0,2.0,0.0,0.0,2.0,0.0,51.0,47.0,Cambodia
256.0,RCSS,Restoration Council of the Shan State,1996.0,2013.0,No info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
258.0,CPN-M,Samyukta Jana Morcha; Communist Party of Nepal - Maoist,1996.0,2006.0,No info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
260.0,KDP,Kurdish Democratic Party,1989.0,1991.0,No info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
261.0,PUK,Patriotic Union of Kurdistan,1989.0,1996.0,No info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
266.0,OPM,Organisasi Papua Merdeka: Organization for a Free Papua: Free Papua Movement,2018.0,2018.0,Some info available,3.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,258.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,
270.0,Khmer Rouge (Cambodia)*,,,,Some info available,4.0,4.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,4.0,1.0,2.0,1.0,4.0,0.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,1.0,5168.0,996.3,1362.0,612.0,2.0,11.0,0.0,0.0,11.0,0.0,116.0,82.0,"China, Thailand"
272.0,KPNLF,Khmer People’s National Liberation Front,1989.0,1991.0,Some info available,4.0,3.0,2.0,2.0,1.0,0.0,0.0,4.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,4.0,2.0,2.0,0.0,1.0,3308.0,38.0,11.0,0.0,3.0,7.0,2.0,4.0,0.0,1.0,27.0,11.0,"China, Singapore"
273.0,FUNCINPEC,"United National Front for an Independent, Neutral, Peaceful and Cooperative Cambodia",1989.0,1991.0,Some info available,3.0,1.0,0.0,2.0,0.0,2.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,0.0,156.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,
275.0,MNLF (Philippines)*,,,,Some info available,4.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,6528.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,21.0,19.0,Libya
276.0,MILF,Moro Islamic Liberation Front ,1990.0,2015.0,Some info available,4.0,4.0,0.0,4.0,0.0,4.0,1.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,4.0,0.0,3.0,0.0,31962.0,1513.0,0.0,787.0,0.0,3.0,2.0,0.0,0.0,1.0,83.0,29.0,
277.0,ASG,Abu Sayyaf Group,1993.0,2018.0,Some info available,3.0,3.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,3.0,0.0,2.0,0.0,430.0,108.0,0.0,50.45,0.0,0.0,0.0,0.0,0.0,0.0,120.0,78.0,
278.0,MNLF - NM,"Moro National Liberation Front - Nur Misuari faction; alternatively MNLF Misuari Breakaway Group, MNLF-MBG",2001.0,2013.0,Some info available,2.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,3.0,0.0,30.0,2.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,
279.0,MNLF - HM,Moro National Liberation Front – Habier Malik faction,2007.0,2007.0,Some info available,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,
281.0,JVP,Janatha Vimukthi Peramuna / People's Liberation Front,1989.0,1990.0,No info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
282.0,Provisional IRA (UK)*,,,,Some info available,4.0,4.0,2.0,4.0,0.0,3.0,4.0,4.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,2.0,4.0,0.0,6227.0,717.0,16.0,19085.0,0.0,13.0,6.0,2.0,3.0,2.0,68.0,44.0,Libya
283.0,RIRA,Real Irish Republican Army,1998.0,1998.0,Some info available,1.0,2.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,
285.0,JSS/SB,"Jana Samhati Samiti/Shanti Bahini, People’s Solidarity Association/Peace Force",1989.0,1991.0,Some info available,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,
287.0,BLA,Balochistan Liberation Army,2004.0,2016.0,Some info available,2.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,6.0,456.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,15.0,
288.0,Baloch Ittehad,,2006.0,2006.0,No info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
289.0,BRA,,2008.0,2015.0,No info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
290.0,Fretilin,CNRT,1992.0,1999.0,No info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
292.0,Jam'iyyat-i Islami-yi Afghanistan,ISA (Islamic Society of Afghanistan),1989.0,1996.0,Some info available,3.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,82.0,12.0,0.0,160.0,0.0,8.0,2.0,4.0,0.0,2.0,16.0,9.0,Pakistan
294.0,Hizb-i Islami-yi Afghanistan - Khalis faction,,1989.0,1991.0,No info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
296.0,Mahaz-i Milli-yi Islami-yi Afghanistan,"National Islamic Front of Afghanistan, NIFA",1989.0,1989.0,Some info available,2.0,2.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,3.0,0.0,7.0,35.0,0.0,308.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,
299.0,Hizb-i Islami-yi Afghanistan,Islamic Party of Afghanistan,1989.0,2013.0,Some info available,2.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,2.0,0.0,10.0,182.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,19.0,
300.0,Hizb-i Wahdat,Unity Party,1989.0,1995.0,Some info available,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,
301.0,Military faction (forces of Shahnawaz Tanay),,1990.0,1990.0,No info,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
302.0,Junbish-i Milli-yi Islami,"Jombesh-i Melli, National Islamic Movement of Afghanistan",1993.0,1995.0,Some info available,1.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,7.0,31.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,
303.0,Taleban,Taliban,1995.0,2018.0,Some info available,4.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,2.0,0.0,3.0,4.0,0.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,2.0,18873.0,20717.8,1111.0,377.0,35.0,7.0,1.0,1.0,5.0,0.0,155.0,84.0,Russia
304.0,UIFSA,United Islamic Front for the Salvation of Afghanistan,1996.0,2001.0,Some info available,2.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,43.0,67.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,42.0,15.0,
306.0,ATTF,All Tripura Tiger Force,1992.0,1997.0,Some info available,3.0,4.0,0.0,2.0,0.0,2.0,2.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,0.0,2.0,0.0,121.9,200.0,0.0,10.0,0.0,7.0,4.0,2.0,0.0,1.0,37.0,23.0,"Thailand, Cambodia"
307.0,NLFT,National Liberation Front of Tripura,1997.0,2003.0,Some info available,2.0,1.0,0.0,4.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,4.0,0.0,44.69,4.0,0.0,1248.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,36.0,
308.0,MEK,People's Mujahideen,1991.0,2001.0,Some info available,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,2000.0,190000.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,
309.0,PJAK,Free Life Party of Kurdistan,2005.0,2018.0,Some info available,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,15.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,5.0,
310.0,Jondullah,,2006.0,2010.0,Some info available,2.0,1.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,1.0,0.0,4.0,0.0,11.0,1.0,0.0,1089.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,
313.0,ETA,Euskadi ta azkatasuna: Basque Nation and Liberty,1991.0,1991.0,Some info available,4.0,3.0,0.0,4.0,0.0,2.0,3.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,4.0,0.0,1015.65,126.0,0.0,2344.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,68.0,
314.0,PLA,People’s Liberation Army,1995.0,2006.0,Some info available,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,
