term_id,term,term_lower,term_source_dataset,term_source_column,source_actor_id,source_actor_name,source_org,is_single_token,term_len,is_short_single_token,is_high_noise_term,use_for_matching,term_source_datasets
dddd3ecc8927e6ae7c1a74eec1304440c6d804f8,NSCN-K,nscn-k,RAD,Group_UCDP_Name_short,224.0,NSCN-K,,True,6,False,False,True,RAD;UCDP_ACTOR
a2e86e60194d1b953612dff6cae50c126011c19f,National Socialist Council of Nagaland - Khaplang faction,national socialist council of nagaland - khaplang faction,RAD,Group_UCDP_Name_long,224.0,NSCN-K,,False,57,False,False,True,RAD
c8a4dbdea8c27dae1de3ebd7f72689fc57789b9d,KNPP,knpp,RAD,Group_UCDP_Name_short,225.0,KNPP,,True,4,True,False,True,RAD;UCDP_ACTOR
d1cc96b43c764b2dfa3218fd9998b3aa3d5cc030,Karenni National Progressive Party,karenni national progressive party,RAD,Group_UCDP_Name_long,225.0,KNPP,,False,34,False,False,True,RAD;UCDP_ACTOR
0452f715b1ebf03ccc1337b96c65f43e5d33caf0,SCIRI,sciri,RAD,Group_UCDP_Name_short,231.0,SCIRI,,True,5,False,False,True,RAD;UCDP_ACTOR
549387d7aaae3b7d6405c23fde4f31707a209c58,Supreme Council of the Islamic Revolution in Iraq,supreme council of the islamic revolution in iraq,RAD,Group_UCDP_Name_long,231.0,SCIRI,,False,49,False,False,True,RAD
445d28f453568143f383c074341c5ca75406b8f2,Ansar al-Islam,ansar al-islam,RAD,Group_UCDP_Name_short,233.0,Ansar al-Islam,,False,14,False,False,True,RAD;UCDP_ACTOR
7164425a9b56c00767eb0785e11f791c6384e302,RJF,rjf,RAD,Group_UCDP_Name_short,235.0,RJF,,True,3,True,False,True,RAD;UCDP_ACTOR
60939a99ac0b168fdc02faad104fbccc6f5697b0,Reform and Jihad Front,reform and jihad front,RAD,Group_UCDP_Name_long,235.0,RJF,,False,22,False,False,True,RAD
46268054bad853586a5fb386e130c0241ff5293f,Forces of Michel Aoun,forces of michel aoun,RAD,Group_UCDP_Name_short,242.0,Forces of Michel Aoun,,False,21,False,False,True,RAD;UCDP_ACTOR
94dc9ec9eceeac6c3cea35a52060338b196711e1,LF (Lebanon)*,lf (lebanon)*,RAD,Group_UCDP_Name_short,243.0,LF (Lebanon)*,,False,13,False,False,True,RAD
a5a133deee83ecef87935166a3ae4dc908052565,LRM,lrm,RAD,Group_UCDP_Name_short,246.0,LRM,,True,3,True,False,True,RAD;UCDP_ACTOR
3d5ccdef20965309a5bc18dd4f349d735a81e86f,Lao Resistance Movement,lao resistance movement,RAD,Group_UCDP_Name_long,246.0,LRM,,False,23,False,False,True,RAD;UCDP_ACTOR
6512a7a235909de3a79debe940d5361aa9d0dff8,MTA (Myanmar)*,mta (myanmar)*,RAD,Group_UCDP_Name_short,255.0,MTA (Myanmar)*,,False,14,False,False,True,RAD
9d822b0f2f2ea72dc5bd7f6abcaa8f5e044548e0,RCSS,rcss,RAD,Group_UCDP_Name_short,256.0,RCSS,,True,4,True,False,True,RAD;UCDP_ACTOR
58acf9bdfeab963c275d2c151d569627f41b3653,Restoration Council of the Shan State,restoration council of the shan state,RAD,Group_UCDP_Name_long,256.0,RCSS,,False,37,False,False,True,RAD
cbf0a095fcf6fa71eba1796a3d1af1fbd5e539b1,CPN-M,cpn-m,RAD,Group_UCDP_Name_short,258.0,CPN-M,,True,5,False,False,True,RAD;UCDP_ACTOR
78cb45260acf7528546b8086ea3ab16ede64ec39,Samyukta Jana Morcha,samyukta jana morcha,RAD,Group_UCDP_Name_long,258.0,CPN-M,,False,20,False,False,True,RAD;UCDP_ACTOR
3f6d272ebf053c73ae28707f2cfb647b17cb9bc8,Communist Party of Nepal - Maoist,communist party of nepal - maoist,RAD,Group_UCDP_Name_long,258.0,CPN-M,,False,33,False,False,True,RAD
2c6fd53c9b4567725c826e84cc5112c70aae3088,KDP,kdp,RAD,Group_UCDP_Name_short,260.0,KDP,,True,3,True,False,True,RAD;UCDP_ACTOR
65da3dcd87ba852d86303663f8d053704a1e8248,Kurdish Democratic Party,kurdish democratic party,RAD,Group_UCDP_Name_long,260.0,KDP,,False,24,False,False,True,RAD
e7d716e51a25d218b61a95358cf2e90be958c670,PUK,puk,RAD,Group_UCDP_Name_short,261.0,PUK,,True,3,True,False,True,RAD;UCDP_ACTOR
0dfdaf9d3f38b0758308ef1333be033a36ae0dee,Patriotic Union of Kurdistan,patriotic union of kurdistan,RAD,Group_UCDP_Name_long,261.0,PUK,,False,28,False,False,True,RAD;UCDP_ACTOR
b53e11c442373725cf93233f694a535cad10d9c8,OPM,opm,RAD,Group_UCDP_Name_short,266.0,OPM,,True,3,True,False,True,RAD;UCDP_ACTOR
e038d8caebc0489961be53636d4c76d2d8539918,Organisasi Papua Merdeka,organisasi papua merdeka,RAD,Group_UCDP_Name_long,266.0,OPM,,False,24,False,False,True,RAD;UCDP_ACTOR
66197c59a1d538eab490db62b9b60a7f4f6a3d45,Organization for a Free Papua,organization for a free papua,RAD,Group_UCDP_Name_long,266.0,OPM,,False,29,False,False,True,RAD;UCDP_ACTOR
a89cef5dd01c089008ca1096b009d37e856c0971,Free Papua Movement,free papua movement,RAD,Group_UCDP_Name_long,266.0,OPM,,False,19,False,False,True,RAD
7bdaed3f84ec93d459f27d3395daaa70f47e7663,Khmer Rouge (Cambodia)*,khmer rouge (cambodia)*,RAD,Group_UCDP_Name_short,270.0,Khmer Rouge (Cambodia)*,,False,23,False,False,True,RAD
2ec8312729d751ddb4f28d8d7473892d9f86a8d3,KPNLF,kpnlf,RAD,Group_UCDP_Name_short,272.0,KPNLF,,True,5,False,False,True,RAD;UCDP_ACTOR
12d1c07bfe1f4bac515fcf2e823502095a68e29d,Khmer Peoples National Liberation Front,khmer peoples national liberation front,RAD,Group_UCDP_Name_long,272.0,KPNLF,,False,39,False,False,True,RAD;UCDP_ACTOR
dddef88d20e9d2a6dd3214b273ba391be2e92dec,FUNCINPEC,funcinpec,RAD,Group_UCDP_Name_short,273.0,FUNCINPEC,,True,9,False,False,True,RAD;UCDP_ACTOR
32158f5acdf6a1287428d7eec46ccabfe9f8f311,United National Front for an Independent,united national front for an independent,RAD,Group_UCDP_Name_long,273.0,FUNCINPEC,,False,40,False,False,True,RAD;UCDP_ACTOR
af95f03669299affef7293598a1e90cd8d1fdfa0,Neutral,neutral,RAD,Group_UCDP_Name_long,273.0,FUNCINPEC,,True,7,False,False,True,RAD;UCDP_ACTOR
84087a6713db5e603a7cf67619597d64dfd3c642,Peaceful and Cooperative Cambodia,peaceful and cooperative cambodia,RAD,Group_UCDP_Name_long,273.0,FUNCINPEC,,False,33,False,False,True,RAD;UCDP_ACTOR
826e664bce128cbc7d0d29cbd11c768ed89d3461,MNLF (Philippines)*,mnlf (philippines)*,RAD,Group_UCDP_Name_short,275.0,MNLF (Philippines)*,,False,19,False,False,True,RAD
6e980a596780ecfa68b23c02986dba0bad0a61c7,MILF,milf,RAD,Group_UCDP_Name_short,276.0,MILF,,True,4,True,False,True,RAD;UCDP_ACTOR
51472f035238e36182078ab7173ff98f7b876571,Moro Islamic Liberation Front,moro islamic liberation front,RAD,Group_UCDP_Name_long,276.0,MILF,,False,29,False,False,True,RAD;UCDP_ACTOR
fdbe3af0b8a33f0da97a66d4162deabc65a208db,ASG,asg,RAD,Group_UCDP_Name_short,277.0,ASG,,True,3,True,False,True,RAD;UCDP_ACTOR
8cef5db65f4cacfa3f47408535a73a173c732465,Abu Sayyaf Group,abu sayyaf group,RAD,Group_UCDP_Name_long,277.0,ASG,,False,16,False,False,True,RAD;UCDP_ACTOR
ea52f778670e28f5643641112fa3862e38863bf0,MNLF - NM,mnlf - nm,RAD,Group_UCDP_Name_short,278.0,MNLF - NM,,False,9,False,False,True,RAD;UCDP_ACTOR
a397a8ff5ef128c26b67f8ab6e41b52cf8595ae1,Moro National Liberation Front - Nur Misuari faction,moro national liberation front - nur misuari faction,RAD,Group_UCDP_Name_long,278.0,MNLF - NM,,False,52,False,False,True,RAD
e03070e9b1b825836febd012ecb0be3eb5d203b8,alternatively MNLF Misuari Breakaway Group,alternatively mnlf misuari breakaway group,RAD,Group_UCDP_Name_long,278.0,MNLF - NM,,False,42,False,False,True,RAD
8743e29814f94c8a09ac92cb847aa8175d47d3fa,MNLF-MBG,mnlf-mbg,RAD,Group_UCDP_Name_long,278.0,MNLF - NM,,True,8,False,False,True,RAD
ea8d344cc8b182af67b026fa7b5bd9ca39cefe58,MNLF - HM,mnlf - hm,RAD,Group_UCDP_Name_short,279.0,MNLF - HM,,False,9,False,False,True,RAD;UCDP_ACTOR
ec022a06894dd211b941a424851d2af6cc0ca515,Moro National Liberation Front – Habier Malik faction,moro national liberation front – habier malik faction,RAD,Group_UCDP_Name_long,279.0,MNLF - HM,,False,53,False,False,True,RAD
7c7217eeec92f7ac7f670510b79dc26ec2607e68,JVP,jvp,RAD,Group_UCDP_Name_short,281.0,JVP,,True,3,True,False,True,RAD;UCDP_ACTOR
b705d3160234c60e3ca5eb785080beb70e6db747,Janatha Vimukthi Peramuna,janatha vimukthi peramuna,RAD,Group_UCDP_Name_long,281.0,JVP,,False,25,False,False,True,RAD;UCDP_ACTOR
669641bdb2ccc1b5caea7d635b84552ec09de21c,Peoples Liberation Front,peoples liberation front,RAD,Group_UCDP_Name_long,281.0,JVP,,False,24,False,False,True,RAD;UCDP_ACTOR
da157e77e0808db94c91b8c58630f8b92f16360d,Provisional IRA (UK)*,provisional ira (uk)*,RAD,Group_UCDP_Name_short,282.0,Provisional IRA (UK)*,,False,21,False,False,True,RAD
94daf8a23f00e1c3a375a7560f4b111e4bfb1ba7,RIRA,rira,RAD,Group_UCDP_Name_short,283.0,RIRA,,True,4,True,False,True,RAD;UCDP_ACTOR
61da831e371cb34077bfd95a95253f54f3a7bbcc,Real Irish Republican Army,real irish republican army,RAD,Group_UCDP_Name_long,283.0,RIRA,,False,26,False,False,True,RAD;UCDP_ACTOR
6e8200684aab9853f839db84e9c107d186979976,JSS,jss,RAD,Group_UCDP_Name_short,285.0,JSS/SB,,True,3,True,False,True,RAD
787acf5e2f1e95302a1ea42d0cc8a4000dc7a324,Jana Samhati Samiti,jana samhati samiti,RAD,Group_UCDP_Name_long,285.0,JSS/SB,,False,19,False,False,True,RAD
059cb99ec656ddcc8aa684fcdd5ca64ab6ee60b0,Shanti Bahini,shanti bahini,RAD,Group_UCDP_Name_long,285.0,JSS/SB,,False,13,False,False,True,RAD
5776e8546c1670519d3a585145a2c8000f0425a3,Peoples Solidarity Association,peoples solidarity association,RAD,Group_UCDP_Name_long,285.0,JSS/SB,,False,30,False,False,True,RAD
2b47daf3236780bdbd1728724631364ac724d65d,Peace Force,peace force,RAD,Group_UCDP_Name_long,285.0,JSS/SB,,False,11,False,False,True,RAD
f34c1e80f64d80cd018f3b9f12d363ab3167b8ad,BLA,bla,RAD,Group_UCDP_Name_short,287.0,BLA,,True,3,True,False,True,RAD;UCDP_ACTOR
67029ab89cad1ee593158eef938c29a137a771c8,Balochistan Liberation Army,balochistan liberation army,RAD,Group_UCDP_Name_long,287.0,BLA,,False,27,False,False,True,RAD;UCDP_ACTOR
4a3a76b4598d51fe8588beb1e2257c72f7630a44,Baloch Ittehad,baloch ittehad,RAD,Group_UCDP_Name_short,288.0,Baloch Ittehad,,False,14,False,False,True,RAD;UCDP_ACTOR
5a8a62ade08f6e8c4dc964d206dc7bab261d2191,BRA,bra,RAD,Group_UCDP_Name_short,289.0,BRA,,True,3,True,False,True,RAD;UCDP_ACTOR
6fa87d0c181ec51c836434519088808e69e179f2,Fretilin,fretilin,RAD,Group_UCDP_Name_short,290.0,Fretilin,,True,8,False,False,True,RAD;UCDP_ACTOR
57d9c44ca7755fb3a0733dbdb6ee065a2b55d4e8,CNRT,cnrt,RAD,Group_UCDP_Name_long,290.0,Fretilin,,True,4,True,False,True,RAD;UCDP_ACTOR
e4bbefe404b41f61ab973276ea3847813bf51945,Jamiyyat-i Islami-yi Afghanistan,jamiyyat-i islami-yi afghanistan,RAD,Group_UCDP_Name_short,292.0,Jamiyyat-i Islami-yi Afghanistan,,False,32,False,False,True,RAD;UCDP_ACTOR
5c5ff6ad66ea7d948663679224d063dee5ab8326,ISA (Islamic Society of Afghanistan),isa (islamic society of afghanistan),RAD,Group_UCDP_Name_long,292.0,Jamiyyat-i Islami-yi Afghanistan,,False,36,False,False,True,RAD
4c2697bd538482829a901b106667444e86767b39,Hizb-i Islami-yi Afghanistan - Khalis faction,hizb-i islami-yi afghanistan - khalis faction,RAD,Group_UCDP_Name_short,294.0,Hizb-i Islami-yi Afghanistan - Khalis faction,,False,45,False,False,True,RAD;UCDP_ACTOR
2af11e14fe9ee98673a4d16fe0ca94316ff88e6a,Mahaz-i Milli-yi Islami-yi Afghanistan,mahaz-i milli-yi islami-yi afghanistan,RAD,Group_UCDP_Name_short,296.0,Mahaz-i Milli-yi Islami-yi Afghanistan,,False,38,False,False,True,RAD;UCDP_ACTOR
5c006e90a0141d04b4500b25c9902046ac35bcf8,National Islamic Front of Afghanistan,national islamic front of afghanistan,RAD,Group_UCDP_Name_long,296.0,Mahaz-i Milli-yi Islami-yi Afghanistan,,False,37,False,False,True,RAD;UCDP_ACTOR
860246dc592ed90d0383f637b92d0a3bead1cd78,NIFA,nifa,RAD,Group_UCDP_Name_long,296.0,Mahaz-i Milli-yi Islami-yi Afghanistan,,True,4,True,False,True,RAD
aa87d315df861b51493548e898dc3885e5d84aae,Hizb-i Islami-yi Afghanistan,hizb-i islami-yi afghanistan,RAD,Group_UCDP_Name_short,299.0,Hizb-i Islami-yi Afghanistan,,False,28,False,False,True,RAD;UCDP_ACTOR
883b9ee4a484a82bac99e3a1ccc4c7839b0f4f69,Islamic Party of Afghanistan,islamic party of afghanistan,RAD,Group_UCDP_Name_long,299.0,Hizb-i Islami-yi Afghanistan,,False,28,False,False,True,RAD;UCDP_ACTOR
0d9f5914768ac35a83d0319958711f7650085471,Hizb-i Wahdat,hizb-i wahdat,RAD,Group_UCDP_Name_short,300.0,Hizb-i Wahdat,,False,13,False,False,True,RAD;UCDP_ACTOR
67b1ab05867a862db71c728dbc8ead9a433f5b86,Unity Party,unity party,RAD,Group_UCDP_Name_long,300.0,Hizb-i Wahdat,,False,11,False,False,True,RAD;UCDP_ACTOR
b309e7da56ff22bc8227b20cc972871e06be8a1a,Military faction (forces of Shahnawaz Tanay),military faction (forces of shahnawaz tanay),RAD,Group_UCDP_Name_short,301.0,Military faction (forces of Shahnawaz Tanay),,False,44,False,False,True,RAD;UCDP_ACTOR
13a66b68e797bc34851651bd56a52294e899de55,Junbish-i Milli-yi Islami,junbish-i milli-yi islami,RAD,Group_UCDP_Name_short,302.0,Junbish-i Milli-yi Islami,,False,25,False,False,True,RAD;UCDP_ACTOR
2e7ff3d60d912f0c2838f2754a1ac137882de1c4,Jombesh-i Melli,jombesh-i melli,RAD,Group_UCDP_Name_long,302.0,Junbish-i Milli-yi Islami,,False,15,False,False,True,RAD
e61829292915761fef51b909426dc8e8bc9499ed,National Islamic Movement of Afghanistan,national islamic movement of afghanistan,RAD,Group_UCDP_Name_long,302.0,Junbish-i Milli-yi Islami,,False,40,False,False,True,RAD
49b860b0202515b16afc6ff3d42b0909574eac5f,Taleban,taleban,RAD,Group_UCDP_Name_short,303.0,Taleban,,True,7,False,False,True,RAD;UCDP_ACTOR
5a5d14fbd5d5b7ef46c8b56d9d32daeb0e03b600,Taliban,taliban,RAD,Group_UCDP_Name_long,303.0,Taleban,,True,7,False,False,True,RAD;UCDP_ACTOR
3838b9733e0fc4a32cbacea9f64a71d7fbff150a,UIFSA,uifsa,RAD,Group_UCDP_Name_short,304.0,UIFSA,,True,5,False,False,True,RAD;UCDP_ACTOR
77d8e6895db40a031ee736cb2d43674c061c160c,United Islamic Front for the Salvation of Afghanistan,united islamic front for the salvation of afghanistan,RAD,Group_UCDP_Name_long,304.0,UIFSA,,False,53,False,False,True,RAD;UCDP_ACTOR
4063a5363bef814156cc2e5244195b3f95662b6e,ATTF,attf,RAD,Group_UCDP_Name_short,306.0,ATTF,,True,4,True,False,True,RAD;UCDP_ACTOR
3423961b455e198ab323b2f5b992913debf30eaf,All Tripura Tiger Force,all tripura tiger force,RAD,Group_UCDP_Name_long,306.0,ATTF,,False,23,False,False,True,RAD;UCDP_ACTOR
3b4ffd01521a5313edb460f58f5d4e83985a2531,NLFT,nlft,RAD,Group_UCDP_Name_short,307.0,NLFT,,True,4,True,False,True,RAD;UCDP_ACTOR
b6b1fff1fa1eb922a21f72c0cb1dab5b7310270d,National Liberation Front of Tripura,national liberation front of tripura,RAD,Group_UCDP_Name_long,307.0,NLFT,,False,36,False,False,True,RAD;UCDP_ACTOR
46858f42c2d8b753b2b5559fbd17b5842aaceb59,MEK,mek,RAD,Group_UCDP_Name_short,308.0,MEK,,True,3,True,False,True,RAD;UCDP_ACTOR
bf84ea0a284a79ffa14b76619e4eb5c31bd27733,Peoples Mujahideen,peoples mujahideen,RAD,Group_UCDP_Name_long,308.0,MEK,,False,18,False,False,True,RAD;UCDP_ACTOR
2c9e41f14cb813a6fbb953c1d3040ad1a8f3d29c,PJAK,pjak,RAD,Group_UCDP_Name_short,309.0,PJAK,,True,4,True,False,True,RAD;UCDP_ACTOR
0a876f5716f7750988f1375e2acf80d662a47fed,Free Life Party of Kurdistan,free life party of kurdistan,RAD,Group_UCDP_Name_long,309.0,PJAK,,False,28,False,False,True,RAD
c629f591da407e7deb5965558fd83a8d73334f41,Jondullah,jondullah,RAD,Group_UCDP_Name_short,310.0,Jondullah,,True,9,False,False,True,RAD;UCDP_ACTOR
94ad79b2ecbba55297b93583cc4a793ac9e082d0,ETA,eta,RAD,Group_UCDP_Name_short,313.0,ETA,,True,3,True,False,True,RAD;UCDP_ACTOR
6ffa5776427d19240b8c278a68879602670eb422,Euskadi ta azkatasuna,euskadi ta azkatasuna,RAD,Group_UCDP_Name_long,313.0,ETA,,False,21,False,False,True,RAD;UCDP_ACTOR
75ff0071b2df073d9fc7f4bd2628fb695b16aba6,Basque Nation and Liberty,basque nation and liberty,RAD,Group_UCDP_Name_long,313.0,ETA,,False,25,False,False,True,RAD;UCDP_ACTOR
77b7ed7ad7883cc7ba4965419056a204afcd6414,PLA,pla,RAD,Group_UCDP_Name_short,314.0,PLA,,True,3,True,False,True,RAD;UCDP_ACTOR
7541545f8702165f421bd26fc2918e066d982a0e,Peoples Liberation Army,peoples liberation army,RAD,Group_UCDP_Name_long,314.0,PLA,,False,23,False,False,True,RAD;UCDP_ACTOR
60b5d1486e124c5de701e705552122af51a953a9,UNLF,unlf,RAD,Group_UCDP_Name_short,315.0,UNLF,,True,4,True,False,True,RAD;UCDP_ACTOR
dbddc174d44aab37e58e6a82f5dce51753f0d42b,United National Liberation Front,united national liberation front,RAD,Group_UCDP_Name_long,315.0,UNLF,,False,32,False,False,True,RAD;UCDP_ACTOR
a82c03403542b85b67d6ab4437d2069fc747bfd7,KCP,kcp,RAD,Group_UCDP_Name_short,317.0,KCP,,True,3,True,False,True,RAD;UCDP_ACTOR
98e8f29f9879a336c90056b3ab50d9904c17fe23,Kangleipak Communist Party,kangleipak communist party,RAD,Group_UCDP_Name_long,317.0,KCP,,False,26,False,False,True,RAD;UCDP_ACTOR
