variable,draw,gamma,beta0,beta1,sigma_y
direct_conflict_relevance,29,0.4739639145400568,0.5061258791641867,0.9156860314280313,0.9297519896559916
direct_conflict_relevance,30,0.09589932723891069,0.5038274676021463,0.9203171566240438,0.9200432970386578
direct_conflict_relevance,31,0.7675135636633832,0.5253101976912046,0.9174531995424126,0.9426750702547295
direct_conflict_relevance,32,0.47971779636721473,0.5061816627820079,0.9211096671394707,0.8696439172394589
direct_conflict_relevance,33,0.5274001675151879,0.5056258345220352,0.9212513897434795,0.9318646205360905
direct_conflict_relevance,34,0.8391199446772973,0.5126744082578928,0.9153296799895472,0.895478942250989
direct_conflict_relevance,35,0.5702312002233868,0.5074302717025219,0.9168995833246989,0.929872681762361
direct_conflict_relevance,36,0.21377865182240313,0.5191643503583736,0.911633245745666,0.9025146599615277
direct_conflict_relevance,37,0.7174123540815405,0.5271642099542553,0.915886335624231,0.893362805339819
direct_conflict_relevance,38,0.23581416992668802,0.540531971863963,0.912311984878402,0.9698824728042461
direct_conflict_relevance,39,0.8445273133489987,0.5394099715666755,0.910380484734746,0.8870482199582981
direct_conflict_relevance,40,0.48551706728449706,0.49928451002240687,0.9204763056619523,0.9426195021813144
direct_conflict_relevance,41,0.12221223420888785,0.5118759363275069,0.9115059750538805,0.8921222515172722
direct_conflict_relevance,42,0.9611005053300096,0.5253372718079328,0.9154846394530172,0.8849133772520805
direct_conflict_relevance,43,0.2683875353529751,0.5090675649531965,0.9227094865508635,0.8927041470518435
direct_conflict_relevance,44,0.6411167408904269,0.5186197003858769,0.9150793570607764,0.9198591755615414
direct_conflict_relevance,45,0.37357869690774137,0.5206255427909249,0.9159017775932876,0.8950214277028734
direct_conflict_relevance,46,0.46151164009666823,0.5148947134288585,0.9148712229912694,0.8587113335845695
direct_conflict_relevance,47,0.7630548687383735,0.5261558746719235,0.9175114347121057,0.9433409650522416
direct_conflict_relevance,48,0.197380328036755,0.5191790369951774,0.9249982683549414,0.9636756397854794
direct_conflict_relevance,49,0.7622706496927304,0.5208108497983993,0.92465052551279,0.9639008475700245
direct_conflict_relevance,50,0.5780030572939161,0.5344010672708284,0.9216829177710111,0.851638133625647
direct_conflict_relevance,51,0.5852391131282393,0.5356504553324313,0.91849174595727,0.9495980918660231
direct_conflict_relevance,52,0.4023453979139162,0.5381345554545578,0.9190089779498968,0.8466738338759273
direct_conflict_relevance,53,0.39195927167474687,0.5061432064026933,0.9151293382457193,0.9623312332079705
direct_conflict_relevance,54,0.021576807170232862,0.5088216564906484,0.9085050892519092,0.8537604926888396
direct_conflict_relevance,55,0.48416602540574755,0.5101364638859509,0.9133925250044924,0.9794239191805802
direct_conflict_relevance,56,0.016212822597067685,0.5069288457084156,0.908470952229062,0.8608073322379759
direct_conflict_relevance,57,0.21699187706423126,0.4992207223550574,0.9100103255008563,0.901889929360558
direct_conflict_relevance,58,0.23988726811837302,0.5008707192560784,0.9087406165907139,0.9065400108672504
direct_conflict_relevance,59,0.5302860826789,0.5271047537140573,0.9068928802635913,0.9290655198701174
direct_conflict_relevance,60,0.8081955762433067,0.5143064385793901,0.911892200124521,0.8825963109917281
direct_conflict_relevance,61,0.6053739141955807,0.5200169457858076,0.9180639346931764,0.9159190985093738
direct_conflict_relevance,62,0.14270383583204935,0.5203455368222611,0.9121383891865845,0.9415756210900953
direct_conflict_relevance,63,0.17682768707423704,0.5173367662073226,0.913111344474868,0.883878082873546
direct_conflict_relevance,64,0.4294224393489281,0.5249309348347878,0.9081174885350247,0.8893951808396258
direct_conflict_relevance,65,0.9611879380613643,0.5111760977477717,0.9138519273361165,0.8834180307916819
direct_conflict_relevance,66,0.11665680399170363,0.5159075319223955,0.9107964749583246,0.9706002078506968
direct_conflict_relevance,67,0.6219144988549202,0.5081969644452707,0.9214263435837123,0.872592403308837
direct_conflict_relevance,68,0.3804580512886283,0.528085982297455,0.9190379540415936,0.8808527894835902
direct_conflict_relevance,69,0.41612502056506034,0.5291115552655333,0.9225634375453615,0.8817002637249537
direct_conflict_relevance,70,0.3052466797956388,0.51648406469718,0.9213810138943088,0.898041606901002
direct_conflict_relevance,71,0.29869159804370954,0.5353097756538429,0.9193901884929879,0.888334335056181
direct_conflict_relevance,72,0.7168078354048384,0.5204442873767208,0.9166170309953778,0.9177602615585312
direct_conflict_relevance,73,0.15136486809030497,0.51394609279462,0.9160274511384591,0.8756339210024328
direct_conflict_relevance,74,0.3649883276972909,0.49011451754494517,0.9270752281238985,0.8753370291933773
direct_conflict_relevance,75,0.49088806676292324,0.5112976407561676,0.927570666011258,0.948358838350991
direct_conflict_relevance,76,0.3609607767408598,0.5244439406374198,0.9197985560781301,0.9391657628208557
direct_conflict_relevance,77,0.1443255222132991,0.5191448997083478,0.9284302700926235,0.9037277872439806
direct_conflict_relevance,78,0.6071356585201125,0.526413495411116,0.9328217142651091,0.9160477453931785
direct_conflict_relevance,79,0.6430648139758987,0.5199850721311133,0.9296290938570327,0.9126337777754335
direct_conflict_relevance,80,0.15401308787998877,0.5214336526593045,0.924405217369665,0.9124935204692651
direct_conflict_relevance,81,0.05450292432113637,0.5338024610295893,0.9163951023805937,0.9680540131200477
direct_conflict_relevance,82,0.06444466109898561,0.5208515439525752,0.9179727391404553,0.8976850774330334
direct_conflict_relevance,83,1.0055855320715308,0.5196062636622149,0.9211108506002482,0.9090217553537785
direct_conflict_relevance,84,-0.08089388951896904,0.5226644952218656,0.9267549970118317,0.9097206206170203
direct_conflict_relevance,85,0.43243843750512556,0.5282287092151293,0.9144290330128515,0.9387410501808839
direct_conflict_relevance,86,0.029115015286900615,0.5063214636681751,0.9192586486938782,0.914034340414747
direct_conflict_relevance,87,0.06423510600601653,0.5123815579584495,0.9190465676114238,0.9308133556959262
direct_conflict_relevance,88,0.6143823634813759,0.5228311712350213,0.9241150189604612,0.9049561880466959
direct_conflict_relevance,89,0.4478847463983609,0.5206479701363446,0.9231737439752046,0.9132557324406022
direct_conflict_relevance,90,0.4259185443568117,0.5130665647971682,0.9251008905737264,0.9257872394553176
direct_conflict_relevance,91,0.5986623487837952,0.5389322495337007,0.9208351499024048,0.8820592780085627
direct_conflict_relevance,92,0.3893841441522772,0.5193798966161735,0.9212764234283766,0.9105833318156196
direct_conflict_relevance,93,0.8076964251258909,0.5212131179342256,0.9179202476242176,0.90754006715956
direct_conflict_relevance,94,0.6338477871187083,0.510971552159077,0.9176990243971277,0.9403023678339872
direct_conflict_relevance,95,0.6919139310870808,0.4983160077177342,0.9183836601062617,0.9643390537948507
direct_conflict_relevance,96,0.6057387853308231,0.5077907435693051,0.9198505926965557,0.9128737103706167
direct_conflict_relevance,97,0.6990361294408552,0.5089024318460765,0.9182502330079072,0.8857376889478447
direct_conflict_relevance,98,0.19290415105452666,0.5103249662092644,0.9137704391870529,0.9046710874455615
direct_conflict_relevance,99,0.5442036901184605,0.5089170101723657,0.9173582695070075,0.9292247896446895
direct_conflict_relevance,100,0.5888540815451104,0.5110192835880062,0.9174683817839349,0.8952498440927343
direct_conflict_relevance,101,0.47929133728726564,0.5017564678302161,0.9157825490905475,0.9855808592112135
direct_conflict_relevance,102,0.9498061027727256,0.4852921424410388,0.9218761363392648,0.867969634432059
direct_conflict_relevance,103,-0.10153195911790167,0.513491790544267,0.9137453001934193,0.9433206552806054
direct_conflict_relevance,104,0.7411365604855965,0.5106056849893671,0.9188168091377479,0.8843308228601924
direct_conflict_relevance,105,0.33859077177073066,0.520606154796635,0.9165151619378726,0.9306834170933238
direct_conflict_relevance,106,0.41736968972084393,0.5106197923541654,0.9246488950418105,0.8875691166039292
direct_conflict_relevance,107,0.5513389620100613,0.5067119753017062,0.9202993185227686,0.9081329607521854
direct_conflict_relevance,108,1.1315040146075173,0.5094841665253668,0.9242749815900163,0.9013526131611902
direct_conflict_relevance,109,-0.3766528099567266,0.5160523381908737,0.9197700202195546,0.9233544789353798
direct_conflict_relevance,110,0.6414565870869066,0.5185258382572865,0.9198194449444084,0.8989544554036288
direct_conflict_relevance,111,0.41265188855282325,0.5166633851750233,0.9235456431975254,0.9094421832199897
direct_conflict_relevance,112,0.2885237189454077,0.5062468378638683,0.9247240464648613,0.9060220977232796
direct_conflict_relevance,113,0.4171843429484183,0.5131262303446152,0.9246611220465054,0.8729827781640868
direct_conflict_relevance,114,0.1775839896393097,0.5273093688885789,0.9163916440256088,0.9498791248913077
direct_conflict_relevance,115,0.4976668262909524,0.5184331273773355,0.9220975751669639,0.9013202329284344
direct_conflict_relevance,116,-0.06617016966257823,0.5135637068977406,0.9149740966421749,0.9199410721555051
direct_conflict_relevance,117,0.24140754001521314,0.5248233503021527,0.9100067541056213,0.926801487608624
direct_conflict_relevance,118,0.48330749510541837,0.5109072371834463,0.9160605108082011,0.8729105356708603
direct_conflict_relevance,119,0.24560654139528468,0.504385626631461,0.9162695570905176,0.8890785896411707
direct_conflict_relevance,120,0.2708555423646197,0.5145300833498146,0.9139187030064448,0.8907223685950256
direct_conflict_relevance,121,0.3469320755709125,0.5074616755529991,0.9168144123337382,0.9056244040271435
direct_conflict_relevance,122,0.21826711264315432,0.5022972122898413,0.9165525492221214,0.8970921601969228
direct_conflict_relevance,123,0.24723251386362904,0.5097131101522223,0.9135125562721023,0.9406314695448641
direct_conflict_relevance,124,-0.20708110819927855,0.5057023149314611,0.9163834271186103,0.9652913537365215
direct_conflict_relevance,125,0.6908291016330717,0.48808310810392713,0.9120675298899282,0.870436664384173
direct_conflict_relevance,126,0.3049857319014897,0.48397248790445685,0.9163267982846439,0.9695202191615346
direct_conflict_relevance,127,0.860783102008384,0.4822411808329514,0.9105645458907355,0.8450594382528094
direct_conflict_relevance,128,-0.002385959498107629,0.49941928218585546,0.9090122594960364,0.965015677664895
direct_conflict_relevance,129,0.5194122996958253,0.5157769882317736,0.9038960120835876,0.9286113594484803
direct_conflict_relevance,130,0.21208535440605594,0.5209848581966904,0.9252093719462314,0.9311329215230691
direct_conflict_relevance,131,0.20386420050200618,0.5141673629014699,0.9185643188885833,0.8873792428588486
direct_conflict_relevance,132,0.22721027172645633,0.5243080448547821,0.9175962400320555,0.9021499056452812
direct_conflict_relevance,133,0.22087596506260004,0.5078843187162387,0.916246391086453,0.8977660207667003
direct_conflict_relevance,134,-0.12887198209622344,0.5037011223000574,0.9211162467024357,0.8927744512764205
direct_conflict_relevance,135,0.879724695937436,0.5148272531051802,0.9150459278298056,0.9238376194567604
direct_conflict_relevance,136,0.10269711942941055,0.5243195563492855,0.9143831282178027,0.915359899341574
direct_conflict_relevance,137,0.3283779613258994,0.5032743706712812,0.9191511555892502,0.9119729166641805
direct_conflict_relevance,138,0.10190001110370026,0.5176524715461752,0.9126165272222857,0.8675719815878096
direct_conflict_relevance,139,0.3000326119674996,0.509434731253668,0.9152030796106467,0.9507026505397435
direct_conflict_relevance,140,0.23105058003013468,0.4962027580583953,0.9208184452177844,0.9412827022271841
direct_conflict_relevance,141,0.8365368283679965,0.5137510900923296,0.9231052481227728,0.9200995973889269
direct_conflict_relevance,142,0.4180395260303122,0.519078936862365,0.9212354547620399,0.9060979591343996
direct_conflict_relevance,143,0.3792175533497056,0.5120752337874196,0.9214427349202636,0.9261070425958499
direct_conflict_relevance,144,0.7021849734384464,0.5264105712660258,0.9180546357988696,0.9006637023280885
direct_conflict_relevance,145,0.2097449994478674,0.5141264760921769,0.921929164558361,0.9175139385625959
direct_conflict_relevance,146,0.13401666070955484,0.520069870899345,0.9231692033839332,0.8954968200501865
direct_conflict_relevance,147,0.6597390779935756,0.5275277601514302,0.9296026882242955,0.9635943326886888
direct_conflict_relevance,148,0.27120070837717625,0.5425697943532011,0.90868639433696,0.8319433520884122
direct_conflict_relevance,149,0.811009439194498,0.5181605227437202,0.9215873284757717,0.9881419851296755
direct_conflict_relevance,150,0.22850021832320258,0.5082198448191256,0.9271182503946765,0.8417736987411925
direct_conflict_relevance,151,0.7445715932935635,0.5286429568014417,0.9140918814121675,0.8914613121391025
direct_conflict_relevance,152,0.6053630687559606,0.5193084341209954,0.9222441859967819,0.9255716375140517
direct_conflict_relevance,153,0.5540172152463995,0.4975923920382519,0.9204654637424375,0.895472465167655
direct_conflict_relevance,154,0.02016503847017643,0.5045737792963606,0.9137532746965423,0.8915250769684976
direct_conflict_relevance,155,-0.10904719823607376,0.5083913420739488,0.9178962883479244,0.8856587598918068
direct_conflict_relevance,156,0.4374164452031263,0.5013424354508053,0.9131602375781042,0.9240957136234995
direct_conflict_relevance,157,0.44070124581839565,0.49485715951251014,0.916479040557123,0.8911755954003057
direct_conflict_relevance,158,-0.015807111943059553,0.493237868553781,0.9150108070976782,0.8848999270034348
direct_conflict_relevance,159,1.2160447906439364,0.4998282471666856,0.9112273782097907,0.9011158390316585
direct_conflict_relevance,160,0.2160663872425291,0.5149779270294703,0.9151710826687021,0.8988665773190961
direct_conflict_relevance,161,0.4972460192599519,0.5196977973619651,0.9131957345146552,0.9322985544101476
direct_conflict_relevance,162,0.10420821398572408,0.5179082879851595,0.9136205055393848,0.8885215900263332
direct_conflict_relevance,163,0.3245339133031625,0.5143061851183884,0.9165783237147087,0.95239054248094
direct_conflict_relevance,164,0.3847839193243827,0.521168521189295,0.9164901376482563,0.9059135989351874
direct_conflict_relevance,165,0.22020369263180092,0.5041267549710023,0.9143582816639979,0.9321754409755311
direct_conflict_relevance,166,0.33417448814979217,0.49042773593491995,0.9206356284023429,0.8967134922085445
direct_conflict_relevance,167,0.48853658495279223,0.5068752553296753,0.9195541066741161,0.9001627066445814
direct_conflict_relevance,168,0.37294325057193095,0.507418420456202,0.9195780066593391,0.909068000308426
direct_conflict_relevance,169,0.35336956306963574,0.5146743146581164,0.9182501104193861,0.8817402482927802
direct_conflict_relevance,170,0.20890109974971036,0.5133630102157447,0.9223029078555631,0.9199993737542423
direct_conflict_relevance,171,0.6427938019060946,0.533477923338468,0.9201479417887446,0.8934741309223758
direct_conflict_relevance,172,-0.13316125069311066,0.49980857744847534,0.9192218881141851,0.9278980715773625
direct_conflict_relevance,173,0.126567306010995,0.4957086815959263,0.9144819970511483,0.9268455351945124
direct_conflict_relevance,174,0.5765932281516696,0.5144953415038013,0.9150054960469768,0.9053937611013783
direct_conflict_relevance,175,0.1453987328797759,0.5008085556121536,0.9161686124155634,0.9106283353584461
direct_conflict_relevance,176,0.6673748688837599,0.523062107870834,0.9112340934511162,0.8887669710568585
direct_conflict_relevance,177,0.12994389476259333,0.5229301393602658,0.9175014329383125,0.9110659008898542
direct_conflict_relevance,178,0.5592169632603663,0.4880961130038104,0.9182652740168357,0.9332494174475672
direct_conflict_relevance,179,-0.06676225823360771,0.5286006396761396,0.921312775833412,0.8881153406276985
direct_conflict_relevance,180,0.48162051918666465,0.49993677257960284,0.9230338533101178,0.9456327829619997
direct_conflict_relevance,181,0.267875994392899,0.53482372154734,0.9184401167173972,0.8805398017524038
direct_conflict_relevance,182,0.2788748662795928,0.4868725416357538,0.9277697254749131,0.9561148778778478
direct_conflict_relevance,183,0.34568520265948205,0.5060920222648505,0.9220799532374105,0.9318956051778526
direct_conflict_relevance,184,0.5462713060477614,0.5034023234091451,0.9151743217404896,0.8947928057779647
direct_conflict_relevance,185,0.4935594598318795,0.5187418161018919,0.9137104300263735,0.9027211929251272
direct_conflict_relevance,186,0.23271439707209488,0.528910025836655,0.9132249663440606,0.9164021518257297
direct_conflict_relevance,187,0.5528820515591081,0.5095061335069998,0.9165119313273483,0.8875960708785868
direct_conflict_relevance,188,0.5003379632075424,0.5177568560489134,0.9128416753649422,0.9163771803528626
direct_conflict_relevance,189,0.3838581645297925,0.5068049646479251,0.9134048170369932,0.8475712748265122
direct_conflict_relevance,190,0.6035274210229566,0.5148753901510883,0.9166860391712793,0.903585407628646
direct_conflict_relevance,191,0.18852703218680092,0.5272624410651425,0.919612134951589,0.9007076134919683
direct_conflict_relevance,192,0.5958496144188085,0.5150399873035942,0.9239204959267179,0.8980425048274985
direct_conflict_relevance,193,0.45888795268644406,0.505416056965414,0.9195987962915915,0.9096684598384064
direct_conflict_relevance,194,0.1688518337218996,0.5128479613905181,0.9191863489327134,0.8892149573419482
direct_conflict_relevance,195,0.1547780078332847,0.5281698338993641,0.9177980463741785,0.8901895601381997
direct_conflict_relevance,196,0.40627533012434014,0.5111109384655067,0.9275432600349462,0.9357610281819857
direct_conflict_relevance,197,0.10838241408763293,0.52082194174027,0.922958523552373,0.9160343406451161
direct_conflict_relevance,198,0.680659498778208,0.5119642311991981,0.9230223016664751,0.879844066409592
direct_conflict_relevance,199,0.9118618024042968,0.517335599247838,0.9248203701353523,0.9079250147006594
direct_conflict_relevance,200,0.24741026058060825,0.5316937715755613,0.9224934053527722,0.9078152968255137
direct_conflict_relevance,201,0.08693802235530029,0.5346509578322106,0.9225767271177397,0.8961109904577756
direct_conflict_relevance,202,0.41551403665828573,0.5230973859251993,0.9179504674105642,0.9218314876741224
direct_conflict_relevance,203,0.7436367336395411,0.5196718968435227,0.9172025983314,0.8848417748548331
direct_conflict_relevance,204,0.2624754339440182,0.5161878463274786,0.914781358154367,0.9382941080296626
direct_conflict_relevance,205,0.46986674896415276,0.5115840147053645,0.9190262492641437,0.9091598863475117
direct_conflict_relevance,206,0.5284269344762886,0.5228532132431976,0.9211427830652233,0.9158529197340278
direct_conflict_relevance,207,0.3868349728291145,0.5150599237875733,0.9141922207596452,0.9148098914013586
direct_conflict_relevance,208,0.46983768406877346,0.5013317329202467,0.9192937046211105,0.861981913323491
direct_conflict_relevance,209,0.1912263977459444,0.518195404653717,0.9090124231608799,0.9891362474451951
direct_conflict_relevance,210,0.2973144733055752,0.5282942022884065,0.9183018592858175,0.9092124582816894
direct_conflict_relevance,211,0.34319957773812076,0.49424296144686486,0.9179959713588131,0.8807284119052198
direct_conflict_relevance,212,0.4333040533649431,0.5286976433752846,0.9140352888456115,0.9501683742237028
direct_conflict_relevance,213,0.5470444826956836,0.5109483472769224,0.9161866599298689,0.8363169637227149
direct_conflict_relevance,214,-0.14239066299602102,0.5002346259357334,0.9300355553449313,0.9784027333552174
direct_conflict_relevance,215,0.6553576424876039,0.5148788325625044,0.9165546880785149,0.8561943239323002
direct_conflict_relevance,216,0.2445279079142412,0.5024340364241453,0.9138535575881783,0.9596325505653136
direct_conflict_relevance,217,0.967874228392949,0.5262367669940997,0.9116396870202897,0.8604801688550878
direct_conflict_relevance,218,0.10002995139491572,0.49154987718970367,0.9141264602600283,0.9260459051774708
direct_conflict_relevance,219,0.6187540510861972,0.5077516521141147,0.9161228079129021,0.8517741508681691
direct_conflict_relevance,220,0.5529012347868336,0.5040569455065809,0.9207610851345202,0.9183344043860328
direct_conflict_relevance,221,0.23952193296815774,0.5165661958672026,0.9156697943723995,0.9481867030338472
direct_conflict_relevance,222,0.6545944003293339,0.5146037114257905,0.9178687973621271,0.913080641402797
direct_conflict_relevance,223,0.6249602318947864,0.5150042571948407,0.9129709948328222,0.9091863019925908
direct_conflict_relevance,224,0.39670360153461603,0.5192841819339268,0.9173136729426736,0.8967175074511234
direct_conflict_relevance,225,0.1537846288469736,0.5062952539226381,0.9209873375416777,0.9039381410904221
direct_conflict_relevance,226,0.134559068957032,0.5046772064746032,0.9239985012269596,0.9165894673834328
direct_conflict_relevance,227,0.3990005758025187,0.5028915690278214,0.9147563319693196,0.8905415409488775
direct_conflict_relevance,228,0.5220574705524004,0.5314138847914259,0.9141568336532063,0.9221695386263644
direct_conflict_relevance,229,0.22719084208908594,0.5114775842882853,0.9149944629421741,0.889897712637506
direct_conflict_relevance,230,0.7633839874127127,0.5070002397285093,0.9109368050854413,0.930744573125396
direct_conflict_relevance,231,0.41891862116386613,0.4995512547023877,0.9101852759125842,0.9010241325730335
direct_conflict_relevance,232,0.7478087870079857,0.4821231524474715,0.9156058877630241,0.8881481395521849
direct_conflict_relevance,233,0.8212492524531196,0.4911669460640122,0.9241603652477379,0.9074096071393425
direct_conflict_relevance,234,-0.008745604208034522,0.5000076053927406,0.9116620604249984,0.8937831726937565
direct_conflict_relevance,235,0.50762048152003,0.5068967737121359,0.9107174657453317,0.9181583119684986
direct_conflict_relevance,236,0.3682203429172912,0.5185937306229453,0.9081733640813362,0.9378876699992214
direct_conflict_relevance,237,0.4835840539008681,0.48744604638842043,0.9120344892141765,0.8639923748536704
direct_conflict_relevance,238,0.2882032637149466,0.5159369915765359,0.9092625286736541,0.9484212032566808
direct_conflict_relevance,239,0.4246080615447447,0.5113532987754992,0.9132209754338806,0.9203489379034553
direct_conflict_relevance,240,0.39188290479754506,0.5164089873541953,0.9128617900492284,0.9214319152511105
direct_conflict_relevance,241,0.40089895987403434,0.5241914061933393,0.9150664058020138,0.9043303613057615
direct_conflict_relevance,242,0.3731638026955131,0.5228641757413458,0.922148996561802,0.9036321255659691
direct_conflict_relevance,243,0.4948684114897497,0.529637723292716,0.91409009318296,0.9241471009860569
direct_conflict_relevance,244,0.4099312782411198,0.5280548573324252,0.9170617113688848,0.8950579500613696
direct_conflict_relevance,245,0.2896153276223678,0.5182979157642384,0.9171665091960418,0.9204114358357569
direct_conflict_relevance,246,0.4850099598132938,0.5149003463125468,0.9170117104797334,0.9159483422753536
direct_conflict_relevance,247,0.3798283993574148,0.5144887403100873,0.9180323184212024,0.8977552222992673
direct_conflict_relevance,248,0.4636695654918452,0.5095211134362795,0.9119717418559804,0.9308289531640208
direct_conflict_relevance,249,0.525951492688503,0.5099226515882748,0.9224892993678707,0.8780738131730359
direct_conflict_relevance,250,0.27725370520561754,0.5067998708375415,0.9205578911176312,0.8899587064165192
direct_conflict_relevance,251,0.7235558361796405,0.5175462159988649,0.9190116743634416,0.9161609409261293
direct_conflict_relevance,252,0.24311702342405614,0.5118032392179093,0.9234391508704802,0.9166361495614026
direct_conflict_relevance,253,0.2774826562832477,0.5212011743568793,0.9210435580583219,0.9030629936265141
direct_conflict_relevance,254,0.31557329510972487,0.531465033900094,0.9311906916542636,0.9054802161555143
direct_conflict_relevance,255,0.3557210917204089,0.5358133569710677,0.9232304699225501,0.9045338909431402
direct_conflict_relevance,256,0.6630247244144256,0.5396834503396322,0.9216158315328357,1.0032045383284933
direct_conflict_relevance,257,0.04028132203948299,0.5272884346873231,0.9293737775545673,0.8240836616630453
direct_conflict_relevance,258,0.6180644834732579,0.5454800300520104,0.9246383902908648,0.9312001855424905
direct_conflict_relevance,259,-0.048637500343945324,0.5330972579723136,0.9275951488803749,0.8961033596799595
direct_conflict_relevance,260,0.6241804650376119,0.5219399000038432,0.920642153916408,0.9168051207530915
direct_conflict_relevance,261,0.5324102395348446,0.5085542306514537,0.9242631429636975,0.8376473711615653
direct_conflict_relevance,262,0.4516138650060227,0.5038993220859472,0.9199353918914848,0.9251824642536218
direct_conflict_relevance,263,0.3477796528747892,0.5037142287027264,0.9113863608901163,0.9034630096906524
direct_conflict_relevance,264,0.12844032355497997,0.5174155760108239,0.91033191638946,0.9402740398730256
direct_conflict_relevance,265,0.5499044021451374,0.5058821460028067,0.9169547371275166,0.8500096023322663
direct_conflict_relevance,266,0.7518825522419742,0.5182993045989214,0.911510149839643,0.8333377262827477
direct_conflict_relevance,267,0.516572001248464,0.5150267083802792,0.9132880395488576,0.9697722018881403
direct_conflict_relevance,268,0.5740661347266919,0.5127140980936468,0.9064135221641999,0.8659134609897234
direct_conflict_relevance,269,-0.04971585039761813,0.4792809920163211,0.916506380552654,0.9592213270318551
direct_conflict_relevance,270,0.788465676518854,0.514113571236711,0.9173829931860371,0.8667260273671551
direct_conflict_relevance,271,0.5207129634095806,0.5249575241649279,0.924098579383809,0.9498237528784591
direct_conflict_relevance,272,0.38362445551630026,0.5222129840923301,0.9223163339380055,0.8892007281769031
direct_conflict_relevance,273,0.5563219348105314,0.523236899263292,0.9224892348508478,0.9077208726653316
direct_conflict_relevance,274,0.34732760858370193,0.5108333781872113,0.9275248285546908,0.9097376886207341
direct_conflict_relevance,275,0.5770231383038131,0.5124268244989367,0.9204604151089059,0.9193172296740311
direct_conflict_relevance,276,0.3982093313127012,0.5314630662724104,0.9165749514268166,0.8828903786132373
direct_conflict_relevance,277,0.9636359683555873,0.5045672904152048,0.9246401656338674,0.8884504427077108
direct_conflict_relevance,278,0.013585902390174069,0.5231909000503202,0.9156114193193783,0.9188606536319233
direct_conflict_relevance,279,0.00040169967369523024,0.5237873597086414,0.9192260650735817,0.8897665227814247
direct_conflict_relevance,280,0.3194382238297841,0.5182547085238217,0.9220582840108907,0.9496660802832878
direct_conflict_relevance,281,0.7088370088977621,0.5450045646540286,0.9074583049385816,0.872371358006106
direct_conflict_relevance,282,0.47269449311693473,0.5278142951462842,0.9177596198114739,0.942064466583843
direct_conflict_relevance,283,0.29803540924163513,0.5215552313649459,0.9177335808988211,0.8871377079069275
direct_conflict_relevance,284,0.4922171282345609,0.5184634581277765,0.9183485400300943,0.9193619922303543
direct_conflict_relevance,285,0.7718399265213006,0.5188519373758006,0.9155011992192545,0.9207281615111712
