variable,draw,gamma,beta0,beta1,latent_mean,latent_concentration,sigma_y
direct_conflict_relevance,43,0.8786222416242195,0.2516308010844533,0.9100518972434155,0.7553797198065737,4.818072740943378,0.9353465348785115
direct_conflict_relevance,44,0.9456625028082452,0.23498220453283264,0.9138128558271683,0.7567367315940924,5.200705110282177,0.9225688181591853
direct_conflict_relevance,45,0.7721967465211225,0.20793506379953122,0.9118236041697532,0.7580337914468533,5.378263277528394,0.9161083758352293
direct_conflict_relevance,46,0.608040663355584,0.20693822324515213,0.916670033530322,0.7754014219830073,6.826168012325693,0.9121311115620913
direct_conflict_relevance,47,0.3088613674952424,0.2843190442673824,0.9072352657751586,0.7433439693372866,5.251317535608109,0.9083812647638568
direct_conflict_relevance,48,1.0973633827564786,0.2619978414670423,0.9163754071075254,0.7570882047339845,4.709877717147776,0.8671378599444775
direct_conflict_relevance,49,0.7198039154127648,0.27797985153765953,0.9085867917838218,0.7658756717982292,5.471048256688518,0.9600581229558135
direct_conflict_relevance,50,0.1380159125860156,0.2224242766296258,0.9046681610310108,0.7605385292809469,4.430432664021274,0.9464781724670152
direct_conflict_relevance,51,0.10279205944960856,0.2805398280097968,0.9128288748213204,0.7599843151998803,5.867616558366613,0.9045235289222153
direct_conflict_relevance,52,0.893570486949216,0.23273526849748546,0.9167563680189847,0.7555050533200741,4.916293078912021,0.8864350352890683
direct_conflict_relevance,53,1.0924588170134975,0.24581231866969155,0.901235989807546,0.7660081218838315,5.550349282559732,0.9355046674626266
direct_conflict_relevance,54,1.2470968783600649,0.25598646494440924,0.916636556256279,0.7532740084158664,4.684386034046031,0.9008844784780783
direct_conflict_relevance,55,0.8725763061132188,0.31783177008826974,0.9144159738536941,0.7218400078113868,5.513658568682244,0.8990578524665905
direct_conflict_relevance,56,0.3574906951936712,0.29122929838062905,0.89579922626194,0.7534009490901822,4.132264817833751,0.9231142644757334
direct_conflict_relevance,57,1.0772976325282948,0.24914453250340574,0.9091020957694999,0.7438730394924968,4.384962053507181,0.925245070224047
direct_conflict_relevance,58,0.585294661232938,0.3157218278632813,0.90525527349523,0.7469263160867413,4.570792142821042,0.9127608733551492
direct_conflict_relevance,59,0.10890184019075683,0.23215713967944165,0.9061786219880884,0.7670608939427591,4.7588376651234485,0.8925426786286959
direct_conflict_relevance,60,0.5042941942232272,0.23055124231399893,0.9106754171496101,0.7870061416176396,5.54298973170354,0.8472072236477919
direct_conflict_relevance,61,0.6281715848073324,0.31331686867265257,0.8970674402770222,0.713313313824298,3.6465532247218957,0.9566695066444921
direct_conflict_relevance,62,0.1713119957308751,0.18616347988232038,0.9057037304692283,0.766977628413746,6.053725030026633,0.9537862267327195
direct_conflict_relevance,63,0.9709939768982344,0.22622923552064775,0.9100301315819863,0.756110811333074,5.226667104942772,0.9330389710377079
direct_conflict_relevance,64,0.5061025021456846,0.2589152609331612,0.9033687799363017,0.7566934516686818,4.287974968015725,0.9416678540333779
direct_conflict_relevance,65,1.2445370142552261,0.2349000729498713,0.9127740600239386,0.7506822008846581,5.429899190165545,0.9122463414469959
direct_conflict_relevance,66,0.07606292260590501,0.2080532239219125,0.9313066935287754,0.7474889466357704,6.8517398805991405,0.8917797956304422
direct_conflict_relevance,67,1.1417677573577492,0.2278125731865947,0.9113438183949956,0.76708345566214,5.609068602261765,0.8991804109411757
direct_conflict_relevance,68,0.8551438669359002,0.26202167961246203,0.9118316722268125,0.7594946391667237,5.188825596149445,0.9193099552218735
direct_conflict_relevance,69,0.7100922011759937,0.2665823610423191,0.9093186345793531,0.7593765727497543,5.044333842592829,0.9247296878489116
direct_conflict_relevance,70,0.7181206344544201,0.2586329014500671,0.9004027768148359,0.7617349086964721,4.246196446267364,0.8804888217089132
direct_conflict_relevance,71,1.3788064193742415,0.2694358381181479,0.9024975953655235,0.764668880518671,4.50992782929557,0.9033293525809918
direct_conflict_relevance,72,-0.0272958094172054,0.2776714105084124,0.9085161362686655,0.7504572652268058,5.0186870072065775,0.89808391545081
direct_conflict_relevance,73,1.2085143971599612,0.23800967262486664,0.9042522473915235,0.7707451782810419,4.503936495063038,0.9096494277393636
direct_conflict_relevance,74,0.7176382692459503,0.2439893576134007,0.8979252528656633,0.7684107157956858,4.499402827503236,0.8927095089066724
direct_conflict_relevance,75,1.7005073126336443,0.2615749831768889,0.8986970326533826,0.7817611224121456,4.098838958833661,0.8699732322180257
direct_conflict_relevance,76,1.063605716683422,0.2491796439133361,0.9015376174411993,0.7616254193972223,4.600003640316091,0.9091884615637112
direct_conflict_relevance,77,1.2633543198126793,0.24886744136389036,0.9037185963069378,0.7702425198009407,4.911592710862552,0.9222246217148014
direct_conflict_relevance,78,0.585168746986893,0.18020333223299864,0.9169965646441822,0.7774207986202842,6.239627094821376,0.8681001794830746
direct_conflict_relevance,79,0.6951204239890189,0.30991877239926513,0.9151189489422831,0.7340739423277509,4.2860763740439145,0.9225199134668733
direct_conflict_relevance,80,0.3081941194135636,0.29622709566645644,0.8972914640452919,0.7620412771355083,3.560034507175998,0.9356939822020109
direct_conflict_relevance,81,0.4678169872781976,0.2832417670556412,0.8962104075381017,0.7661854550847107,3.736013515720235,0.9450621549990703
direct_conflict_relevance,82,0.5351005437323153,0.2748035770125042,0.9050230924745674,0.758512818085807,4.701935133967764,0.9438754314713734
direct_conflict_relevance,83,1.0381909703807741,0.20330649918147511,0.9116441389177231,0.7801161948638051,6.20458275526007,0.8813775375697623
direct_conflict_relevance,84,1.19850199215137,0.26226785373157213,0.8992642969152073,0.7682553317625805,4.2438144168757415,0.921566939407209
direct_conflict_relevance,85,0.36384501677246334,0.18349293936565364,0.9146994706847136,0.7848068803810915,6.1052438580755855,0.8962604668141827
direct_conflict_relevance,86,0.5251104284149146,0.33593722661263287,0.9026227378195496,0.7329139056232356,3.7636435927828904,0.8912612083199333
direct_conflict_relevance,87,0.7780151899661515,0.26372280759140404,0.9088035795973265,0.7674829836999348,5.361771271809622,0.8787602120022198
direct_conflict_relevance,88,1.2030053483920211,0.24170683672496687,0.8988204925281091,0.7676887444241585,4.488929261204926,0.9200283764012687
direct_conflict_relevance,89,0.8567681692887368,0.21009421021766037,0.9116140912724203,0.768270410162855,5.496620683185267,0.8872201745622502
direct_conflict_relevance,90,0.6484685768062107,0.22834063457779324,0.9012584650727021,0.7688869481048509,4.73100508491607,0.8925172696214507
direct_conflict_relevance,91,1.0680582656074318,0.23000479934465676,0.91542219801045,0.7645289968744182,5.527537529388568,0.9254095611479422
direct_conflict_relevance,92,0.7395286803582565,0.24402772279233126,0.9095289577174819,0.7703249005500692,5.326066975211176,0.8640913493221729
direct_conflict_relevance,93,0.4474821864653818,0.26984354299634966,0.9106883513745231,0.7496392103132843,4.830805400614407,0.8539497895088529
direct_conflict_relevance,94,0.6384424103169355,0.22163308664607365,0.898307139911204,0.7823078639576635,4.771969406422073,0.9675743387860616
direct_conflict_relevance,95,0.6448533362352566,0.26552931187900997,0.9163332979620783,0.7381288571788933,4.707604416451684,0.8592369628770382
direct_conflict_relevance,96,1.6596873207142004,0.21926558190409717,0.906864554974095,0.771596599812493,5.523069606944761,0.9587476079872904
direct_conflict_relevance,97,1.5746515372596677,0.24358209829707617,0.9078795789404153,0.7667359884843703,5.843726775487934,0.9707168505644893
direct_conflict_relevance,98,0.18002631659850166,0.22170887705809839,0.9081589563723982,0.774249427168222,5.674719825042801,0.9021609267004075
direct_conflict_relevance,99,0.8133681081961808,0.1505259268646585,0.905400127317914,0.8019570121516719,6.294971249226906,0.911736547906912
direct_conflict_relevance,100,1.4398457592556566,0.19321105093755575,0.9061465228069463,0.7823177564150582,5.3805564728994675,0.8828199819120116
direct_conflict_relevance,101,0.06425634744707462,0.18842120952649202,0.9152908971419611,0.7745417988144543,5.228062603244516,0.9489008695709565
direct_conflict_relevance,102,1.099892845873873,0.2226322262159726,0.9123592624782987,0.7547009124066248,4.413717942829974,0.8849368221001455
direct_conflict_relevance,103,0.9662703891684786,0.27265421105034787,0.9115328505366295,0.7612723175174821,6.108918865525965,0.9301057807264581
direct_conflict_relevance,104,0.8337229393939456,0.19798937147157805,0.919483556947884,0.7682383513260781,4.836045460097451,0.9243691295573688
direct_conflict_relevance,105,0.33257640360463797,0.20390497070035027,0.9114659352423785,0.7717582002721226,6.778303872733168,0.9152371075262213
direct_conflict_relevance,106,0.44035009491573235,0.2011680163341799,0.9115256939949811,0.7707081999107969,6.0864741346594755,0.9149223457958644
direct_conflict_relevance,107,1.7219108827785397,0.23068962606630203,0.9102122524851252,0.7729793991533803,5.356820513275226,0.8864217716945443
direct_conflict_relevance,108,0.8059972394747017,0.23898005239343018,0.9098761698424803,0.753925384621413,5.064279812750679,0.9612658403308635
direct_conflict_relevance,109,0.9497898934327035,0.25124625024370045,0.9026774726351601,0.7608625441669975,4.208026708457431,0.9670350576483062
direct_conflict_relevance,110,0.07980458978960332,0.2073636831745801,0.9117033113762437,0.772462431714038,5.908861233201179,0.8837641240380032
direct_conflict_relevance,111,0.01345757131270587,0.21413265869168666,0.9168901344206097,0.7547851445369925,5.123361700157509,0.8909170039864015
direct_conflict_relevance,112,1.2244075526113698,0.26391782002421726,0.9128787294041929,0.7526921025588107,5.945787034413652,0.8655138229916113
direct_conflict_relevance,113,0.9225105859199966,0.23890867543770944,0.9176633941462062,0.7417152868099336,4.927289289640203,0.9360219032257232
direct_conflict_relevance,114,0.5678712658660406,0.2027067741295164,0.9057026154492692,0.7852008839704306,4.59325984790649,0.8926851274443746
direct_conflict_relevance,115,0.7643438387556057,0.19867149702841944,0.9033104148801174,0.7820398741801584,5.9917525566915,0.8556124385558873
direct_conflict_relevance,116,0.888811510043322,0.24373015357798603,0.902200762933841,0.7633752695338741,4.4731916653525605,0.9414718507038106
direct_conflict_relevance,117,0.6597858555845177,0.22771940607033325,0.9053208029738952,0.7777810321343661,5.4885252328817575,0.904845060791042
direct_conflict_relevance,118,0.897486282377108,0.19663716693049044,0.9056843501199398,0.7821060943222905,5.311386922686267,0.8830129517433967
direct_conflict_relevance,119,0.627787483228751,0.32448789923439425,0.9092197054891391,0.7271616243581612,4.254568283159753,0.9290258909048256
direct_conflict_relevance,120,0.6380131195573044,0.2172448299033302,0.9033107201500845,0.7757477275645448,5.083348645395546,0.8966494945256525
direct_conflict_relevance,121,0.31708973511108934,0.24498218904447294,0.9146524355125959,0.755587201200367,6.3999190936543675,0.8854282353224742
direct_conflict_relevance,122,0.5552996739918076,0.27430596780166067,0.9071982712960646,0.7434046754165988,3.768707484589183,0.9779689003902327
direct_conflict_relevance,123,0.2524804356905365,0.3045069051764798,0.9020270218655156,0.752642238432855,4.669110047801851,0.8980955812253274
direct_conflict_relevance,124,0.4354294609265488,0.20657350309580602,0.9047213348744093,0.7819038903895693,4.915683848989948,0.8785224905265916
direct_conflict_relevance,125,0.9615277165418987,0.33488257745878675,0.9101911237407252,0.7304784083861944,4.552290988220694,0.8622435086014169
direct_conflict_relevance,126,0.7750917117570657,0.31669254326257046,0.9004682848970064,0.7216204838539642,3.280994123728089,0.8738677397492447
direct_conflict_relevance,127,0.3713577407024224,0.18978621867341225,0.9127644105506452,0.7790223566253436,6.625936071686455,0.918390906728636
direct_conflict_relevance,128,0.9319527119072097,0.2543869724008718,0.9040629072442636,0.7534574099807589,4.163667340847109,0.8923071140396885
direct_conflict_relevance,129,0.4616004870635161,0.25126602104864093,0.9137267328206371,0.7627679760623346,5.484409207764288,0.9266472152536707
direct_conflict_relevance,130,0.5790464776083115,0.29556060281309815,0.9148669732045159,0.7310473144994802,4.55789084303729,0.9073203367689562
direct_conflict_relevance,131,0.5376475724477732,0.2735684490575035,0.9060958784853492,0.7605039620628654,4.69498249262849,0.9096845574811085
direct_conflict_relevance,132,0.6475477061457484,0.2134601703069257,0.9013963938266982,0.7900135543463395,4.826563392704079,0.8624268047745111
direct_conflict_relevance,133,0.6366487400272387,0.23822699954954252,0.9216152014091831,0.7667251816591063,6.263640232181756,0.9327874206636854
direct_conflict_relevance,134,1.2031114775285359,0.22338603655072053,0.9022934862927111,0.7666062522487983,5.256989021807587,0.8735634518875516
direct_conflict_relevance,135,0.5832151487538392,0.1944944535560425,0.9062044129470399,0.7736423901596196,5.903358079869296,0.9244354568437109
direct_conflict_relevance,136,0.9054176734028309,0.2132734789542908,0.9143265698802141,0.7554686266125193,5.937666863425662,0.9785813834057632
direct_conflict_relevance,137,1.085638314482041,0.26990087632937043,0.9043286250023869,0.7672389221813118,4.487963336248548,0.8569778797262864
direct_conflict_relevance,138,1.5287923467403648,0.2842037287828749,0.9088529462481134,0.7219842690360252,4.654108198692592,0.948503277525363
direct_conflict_relevance,139,1.6540105210024079,0.2653983443621823,0.9149840131277155,0.7544916958238301,4.837386613978477,0.8627636252216531
direct_conflict_relevance,140,0.27580568501671676,0.1919641031409983,0.9029717995243665,0.7788422154382205,5.237908412211924,0.965796311686703
direct_conflict_relevance,141,0.06863927928056925,0.21220872962525064,0.9026290060315337,0.7721962778993576,5.339007712768279,1.0020179355619185
direct_conflict_relevance,142,0.8625138302832067,0.2502452143863092,0.9149976526247969,0.750987591509448,5.769087914661069,0.8527112694568446
direct_conflict_relevance,143,0.8061155692569121,0.2906332996217824,0.9145207691791499,0.7353897520662517,4.618672654301434,0.905198360137246
direct_conflict_relevance,144,0.5899669562913498,0.27948172965081464,0.9035556347840513,0.7533144578724837,4.521803050541642,0.8996741530274524
direct_conflict_relevance,145,0.8340610834605786,0.22699945154974924,0.9117112411009304,0.7672403048176648,5.2738197435333705,0.9215223728156933
direct_conflict_relevance,146,1.045663849052714,0.2222647123238382,0.9164885267353919,0.7581791224661156,5.986990347873451,0.8953980855203406
direct_conflict_relevance,147,-0.49040704011575026,0.2038855525808547,0.9257673673650219,0.7749736880373587,6.601262286717313,0.9204400826830917
direct_conflict_relevance,148,-0.5252377700210165,0.23431964184491694,0.9264427372606084,0.7375991308289684,6.157256731658426,0.9007604871274713
direct_conflict_relevance,149,1.4953399446129154,0.3148207713945601,0.9150885852480753,0.742233578508186,4.7030426685871,0.8939691261819571
direct_conflict_relevance,150,1.1691673659933122,0.27034876663052265,0.9144236359024005,0.7305471446826671,5.087847628700468,0.8912005588641271
direct_conflict_relevance,151,0.16465891191600657,0.2090999760260036,0.9063287262739642,0.7962775557492311,5.472143992311546,0.9316019669464374
direct_conflict_relevance,152,0.37708508647957967,0.33167902897142526,0.9049006128678085,0.7054777469761142,3.441480636508191,0.9252624734968325
direct_conflict_relevance,153,0.5659877907279632,0.29629481409799885,0.9034327228083587,0.7283358594972678,4.074195114310173,0.9069887070398914
direct_conflict_relevance,154,0.7836773804454935,0.30537542036601134,0.9052716327485678,0.7551150763958921,4.389630963418275,0.9277181871782622
direct_conflict_relevance,155,0.6730980053575955,0.20990190419236762,0.9123543355333963,0.775127084140468,5.4625647949414855,0.9357113504166522
direct_conflict_relevance,156,0.708034625881122,0.21257895556759013,0.9140048803657496,0.7750355893132465,5.381676819353731,0.9320348549830915
direct_conflict_relevance,157,1.4231162304473186,0.19372142268983356,0.9079063269103513,0.7915327293405334,5.380521063957264,0.8790453053258197
direct_conflict_relevance,158,1.3038724813911584,0.2045776406528798,0.9200727218205003,0.7727428182997874,6.566663793798648,0.9297677434480981
direct_conflict_relevance,159,0.9647733449877983,0.23551970052123103,0.9141258189449526,0.7578853999524415,5.130636436676728,0.8888522683826208
direct_conflict_relevance,160,0.4376795098288696,0.19696467208726262,0.9166101715125653,0.7649815405821467,7.009052223892672,0.9295557712333671
direct_conflict_relevance,161,0.8284562750188132,0.32611198345350184,0.9065270298368058,0.7369622583827796,4.646516047060681,0.8976466114402336
direct_conflict_relevance,162,0.27464111210773196,0.2331475566225707,0.8947970048797975,0.7771344316192706,4.263927765493677,0.9495804154933761
direct_conflict_relevance,163,0.721134572598151,0.21730223588087758,0.9128169085478849,0.7692738225055322,6.60227845334715,0.9094621590824862
direct_conflict_relevance,164,0.7301889610862121,0.18835050820044108,0.9181547713675674,0.7624833559726493,5.00274464955775,0.9572441893475487
direct_conflict_relevance,165,0.934956125768372,0.2860698550478894,0.9124823501039847,0.7429637979192334,5.566745096954497,0.8994479768229058
direct_conflict_relevance,166,0.1875527382742446,0.19210763130256087,0.9139652258656018,0.7664898232208879,5.161005707797291,0.8597868447020272
direct_conflict_relevance,167,0.7445058189675166,0.2247815140645965,0.9128488157841784,0.7654446428592966,6.495170502170684,0.9530979036475867
direct_conflict_relevance,168,0.8186880588207622,0.20942738517052242,0.916018031315763,0.7757529952833385,6.480446942857202,1.012445469818965
direct_conflict_relevance,169,0.5811079231811359,0.2770857944687477,0.8956465062781533,0.7537497556527516,4.3684690051279365,0.8236630231428598
direct_conflict_relevance,170,1.1202438898875178,0.26942470086702197,0.9032616111425,0.7453268099598674,4.418520135115521,0.9054598674094978
direct_conflict_relevance,171,1.1883696943776525,0.18444242624828552,0.9035032442318943,0.7853906486558861,5.848045185931444,0.94304624375481
direct_conflict_relevance,172,0.4539200029046661,0.24100021814630168,0.9167445115658595,0.7463097429200387,5.398057962276366,0.8587428527796619
direct_conflict_relevance,173,0.10387501769000707,0.19417702725053224,0.9150989020047388,0.7725213568855661,6.253309940821904,0.994231359561947
direct_conflict_relevance,174,0.7464824752187855,0.32913279810106977,0.91200722940627,0.7132826474845064,4.1634929045999804,0.8572898313573919
direct_conflict_relevance,175,0.24890672383817383,0.19394621831423095,0.9010740664570213,0.7827411250788003,5.147024968677691,0.9570306477770895
direct_conflict_relevance,176,1.2451622879062765,0.2121570246699752,0.906398157342602,0.7876573013381062,5.6877497473798355,0.9297718023907797
direct_conflict_relevance,177,1.2613829953273228,0.17023091843481275,0.908714966562042,0.7923246032032489,5.6569004431606515,0.8734772241112517
direct_conflict_relevance,178,0.6700919829316078,0.23479701013988624,0.9151924123183739,0.7633225796496022,5.232629397673053,0.9413076578958847
direct_conflict_relevance,179,0.44537524322817834,0.22493802246951713,0.901218939930559,0.7580843973278001,4.172163795109834,0.8652619231541477
direct_conflict_relevance,180,0.858794844523596,0.22439087012154046,0.9132559163709915,0.7613384652931536,4.896537490961189,0.9366782654541879
direct_conflict_relevance,181,0.5646162650288483,0.19205217688104465,0.9066312599670145,0.7766123008363253,4.951040840128406,0.8711086946848805
direct_conflict_relevance,182,-0.2676807191999529,0.25384092888214815,0.8994047285918557,0.7768978606147982,5.395914253643967,0.9270038582481839
direct_conflict_relevance,183,1.3196548968600617,0.26079744899795415,0.9042741808826235,0.7617179269870572,4.792341176916355,0.9196815788089281
direct_conflict_relevance,184,1.0376146841577436,0.27920937088798026,0.9040682136088205,0.7533035527607838,4.326647052907173,0.9108497284065031
direct_conflict_relevance,185,1.4122313071750918,0.22067140812604483,0.9230403227005609,0.7583115059565131,6.225449326550617,0.931796870636016
direct_conflict_relevance,186,0.5857417372657888,0.2714731580113041,0.895409300146049,0.7742469424594133,4.150001604707802,0.9279706167900555
direct_conflict_relevance,187,0.5344331770091424,0.23747059269734197,0.9087525194455032,0.7605348765793388,5.3101358165032595,0.9112672039678633
direct_conflict_relevance,188,0.6151068163149763,0.25974130064688744,0.9120969763482119,0.7603082448698189,5.756896362823067,0.9045672452976868
direct_conflict_relevance,189,0.48922654059058185,0.31546231145452436,0.9119792882847868,0.7379821452700168,4.779096914038517,0.9026326174784418
direct_conflict_relevance,190,0.310302717749259,0.38006416010231403,0.9064111236608985,0.710530651655117,3.4672416279950125,0.9190867632030911
direct_conflict_relevance,191,0.4722358655437411,0.3326883746596821,0.8991799356801363,0.7520159893257667,3.7008291457860363,0.9340568975711961
direct_conflict_relevance,192,0.3039139691327894,0.3157954792217678,0.9063985170389947,0.7484748063020975,4.127942504965369,0.9243426023388176
direct_conflict_relevance,193,1.2245754959878137,0.20200040043035503,0.9061682513755188,0.7680529718308992,6.309814583365829,0.9212860040954548
direct_conflict_relevance,194,0.14286773956428075,0.20796522858526767,0.9102617197777452,0.7681593914168096,7.236802510560362,0.8975401176587746
direct_conflict_relevance,195,1.2043924439387403,0.2682868899820659,0.8979904150773288,0.7519404616717434,3.97570250817791,0.9587911830603343
direct_conflict_relevance,196,1.1392246361036305,0.19792206360905648,0.9045973744939789,0.7840524487428474,5.90893100486022,0.902516306471553
direct_conflict_relevance,197,1.3610758546966144,0.2234310237223762,0.9035606894350939,0.7814719101519668,4.995038571513389,0.8820070053637163
direct_conflict_relevance,198,0.9089055517221852,0.19149686849977687,0.9082282030483708,0.785016763855321,5.682894606011976,0.9137343636161792
direct_conflict_relevance,199,0.3264873318093235,0.19197223724750512,0.911332594403409,0.7822046810917639,6.554598153326133,0.8993433499685136
direct_conflict_relevance,200,0.4486241368200327,0.29663868501390195,0.901026332251173,0.7567853716453773,4.388824432070442,0.9224500968732057
direct_conflict_relevance,201,0.5719333498617434,0.15823506854491787,0.9124178922439301,0.7922993387800952,6.491639072449686,0.9063221266035931
direct_conflict_relevance,202,0.32926256580776536,0.2967729412657941,0.9064181278228468,0.7260966914910301,3.610846769192596,0.9105455841556948
direct_conflict_relevance,203,0.615775756631667,0.2715252959423402,0.9037551776796121,0.7452163720308456,3.578578045957158,0.9411222804762432
direct_conflict_relevance,204,0.5033099261954842,0.2626282661233113,0.8966974027452701,0.7603564727606241,3.448185436958904,0.9122004490652096
direct_conflict_relevance,205,0.048377685372517035,0.29998915187691255,0.899033347932785,0.7453941198518426,4.110154721132371,0.9051625188455535
direct_conflict_relevance,206,0.05492748401066778,0.29784191603699706,0.8993612663614107,0.746935239788344,4.205682687869386,0.9039662089780567
direct_conflict_relevance,207,0.14663626979160133,0.3112481491007161,0.9026736918685777,0.754595131569179,3.7677792926418943,0.8792655711493003
direct_conflict_relevance,208,0.09845317871933738,0.30016455919274826,0.9021697911414303,0.7700026597282341,4.010684508360569,0.9528794368991528
direct_conflict_relevance,209,0.3894458901479029,0.17982710183110948,0.9131248127658713,0.7877017483731561,5.972095901846735,0.8754433006025497
direct_conflict_relevance,210,0.32566896312270427,0.2761830736632266,0.8997733113662126,0.7677771985351253,3.899945343185085,0.955802399763129
