variable,sigma_prior,draw,gamma,beta0,beta1,latent_mean,latent_concentration,sigma_y
direct_conflict_relevance,gamma_1_10,72,-0.0272958094172054,0.2776714105084124,0.9085161362686656,0.7504572652268058,5.0186870072065775,0.89808391545081
direct_conflict_relevance,gamma_1_10,73,1.2085143971599612,0.2380096726248666,0.9042522473915235,0.7707451782810419,4.503936495063038,0.9096494277393636
direct_conflict_relevance,gamma_1_10,74,0.7176382692459503,0.2439893576134007,0.8979252528656633,0.7684107157956858,4.499402827503236,0.8927095089066724
direct_conflict_relevance,gamma_1_10,75,1.7005073126336443,0.2615749831768889,0.8986970326533826,0.7817611224121456,4.098838958833661,0.8699732322180257
direct_conflict_relevance,gamma_1_10,76,1.063605716683422,0.2491796439133361,0.9015376174411992,0.7616254193972223,4.600003640316091,0.9091884615637112
direct_conflict_relevance,gamma_1_10,77,1.263354319812679,0.2488674413638903,0.9037185963069378,0.7702425198009407,4.911592710862552,0.9222246217148014
direct_conflict_relevance,gamma_1_10,78,0.585168746986893,0.1802033322329986,0.9169965646441822,0.7774207986202842,6.239627094821376,0.8681001794830746
direct_conflict_relevance,gamma_1_10,79,0.6951204239890189,0.3099187723992651,0.9151189489422832,0.7340739423277509,4.2860763740439145,0.9225199134668732
direct_conflict_relevance,gamma_1_10,80,0.3081941194135636,0.2962270956664564,0.8972914640452919,0.7620412771355083,3.560034507175998,0.9356939822020108
direct_conflict_relevance,gamma_1_10,81,0.4678169872781976,0.2832417670556412,0.8962104075381017,0.7661854550847107,3.736013515720235,0.9450621549990704
direct_conflict_relevance,gamma_1_10,82,0.5351005437323153,0.2748035770125042,0.9050230924745674,0.758512818085807,4.701935133967764,0.9438754314713734
direct_conflict_relevance,gamma_1_10,83,1.038190970380774,0.2033064991814751,0.9116441389177232,0.7801161948638051,6.20458275526007,0.8813775375697623
direct_conflict_relevance,gamma_1_10,84,1.19850199215137,0.2622678537315721,0.8992642969152073,0.7682553317625805,4.2438144168757415,0.921566939407209
direct_conflict_relevance,gamma_1_10,85,0.3638450167724633,0.1834929393656536,0.9146994706847136,0.7848068803810915,6.1052438580755855,0.8962604668141827
direct_conflict_relevance,gamma_1_10,86,0.5251104284149146,0.3359372266126328,0.9026227378195496,0.7329139056232356,3.7636435927828904,0.8912612083199333
direct_conflict_relevance,gamma_1_10,87,0.7780151899661515,0.263722807591404,0.9088035795973264,0.7674829836999348,5.361771271809622,0.8787602120022198
direct_conflict_relevance,gamma_1_10,88,1.2030053483920211,0.2417068367249668,0.8988204925281091,0.7676887444241585,4.488929261204926,0.9200283764012688
direct_conflict_relevance,gamma_1_10,89,0.8567681692887368,0.2100942102176603,0.9116140912724204,0.768270410162855,5.496620683185267,0.8872201745622502
direct_conflict_relevance,gamma_1_10,90,0.6484685768062107,0.2283406345777932,0.901258465072702,0.7688869481048509,4.73100508491607,0.8925172696214507
direct_conflict_relevance,gamma_1_10,91,1.0680582656074318,0.2300047993446567,0.91542219801045,0.7645289968744182,5.527537529388568,0.9254095611479422
direct_conflict_relevance,gamma_1_10,92,0.7395286803582565,0.2440277227923312,0.909528957717482,0.7703249005500692,5.326066975211176,0.8640913493221729
direct_conflict_relevance,gamma_1_10,93,0.4474821864653818,0.2698435429963496,0.9106883513745232,0.7496392103132843,4.830805400614407,0.8539497895088529
direct_conflict_relevance,gamma_1_10,94,0.6384424103169355,0.2216330866460736,0.898307139911204,0.7823078639576635,4.771969406422073,0.9675743387860616
direct_conflict_relevance,gamma_1_10,95,0.6448533362352566,0.2655293118790099,0.9163332979620784,0.7381288571788933,4.707604416451684,0.8592369628770382
direct_conflict_relevance,gamma_1_10,96,1.6596873207142004,0.2192655819040971,0.906864554974095,0.771596599812493,5.523069606944761,0.9587476079872904
direct_conflict_relevance,gamma_1_10,97,1.5746515372596677,0.2435820982970761,0.9078795789404152,0.7667359884843703,5.843726775487934,0.9707168505644892
direct_conflict_relevance,gamma_1_10,98,0.1800263165985016,0.2217088770580983,0.9081589563723982,0.774249427168222,5.674719825042801,0.9021609267004076
direct_conflict_relevance,gamma_1_10,99,0.8133681081961808,0.1505259268646585,0.905400127317914,0.8019570121516719,6.294971249226906,0.911736547906912
direct_conflict_relevance,gamma_1_10,100,1.4398457592556566,0.1932110509375557,0.9061465228069464,0.7823177564150582,5.3805564728994675,0.8828199819120116
direct_conflict_relevance,gamma_1_10,101,0.0642563474470746,0.188421209526492,0.9152908971419612,0.7745417988144543,5.228062603244516,0.9489008695709564
direct_conflict_relevance,gamma_1_10,102,1.099892845873873,0.2226322262159726,0.9123592624782988,0.7547009124066248,4.413717942829974,0.8849368221001455
direct_conflict_relevance,gamma_1_10,103,0.9662703891684786,0.2726542110503478,0.9115328505366296,0.7612723175174821,6.108918865525965,0.930105780726458
direct_conflict_relevance,gamma_1_10,104,0.8337229393939456,0.197989371471578,0.919483556947884,0.7682383513260781,4.836045460097451,0.9243691295573688
direct_conflict_relevance,gamma_1_10,105,0.3325764036046379,0.2039049707003502,0.9114659352423784,0.7717582002721226,6.778303872733168,0.9152371075262212
direct_conflict_relevance,gamma_1_10,106,0.4403500949157323,0.2011680163341799,0.9115256939949812,0.7707081999107969,6.0864741346594755,0.9149223457958644
direct_conflict_relevance,gamma_1_10,107,1.7219108827785397,0.230689626066302,0.9102122524851252,0.7729793991533803,5.356820513275226,0.8864217716945443
direct_conflict_relevance,gamma_1_10,108,0.8059972394747017,0.2389800523934301,0.9098761698424804,0.753925384621413,5.064279812750679,0.9612658403308636
direct_conflict_relevance,gamma_1_10,109,0.9497898934327036,0.2512462502437004,0.90267747263516,0.7608625441669975,4.208026708457431,0.9670350576483062
direct_conflict_relevance,gamma_1_10,110,0.0798045897896033,0.2073636831745801,0.9117033113762436,0.772462431714038,5.908861233201179,0.8837641240380032
direct_conflict_relevance,gamma_1_10,111,0.0134575713127058,0.2141326586916866,0.9168901344206096,0.7547851445369925,5.123361700157509,0.8909170039864015
direct_conflict_relevance,gamma_1_10,112,1.2244075526113698,0.2639178200242172,0.9128787294041928,0.7526921025588107,5.945787034413652,0.8655138229916113
direct_conflict_relevance,gamma_1_10,113,0.9225105859199966,0.2389086754377094,0.9176633941462062,0.7417152868099336,4.927289289640203,0.9360219032257232
direct_conflict_relevance,gamma_1_10,114,0.5678712658660406,0.2027067741295164,0.9057026154492692,0.7852008839704306,4.59325984790649,0.8926851274443746
direct_conflict_relevance,gamma_1_10,115,0.7643438387556057,0.1986714970284194,0.9033104148801174,0.7820398741801584,5.9917525566915,0.8556124385558873
direct_conflict_relevance,gamma_1_10,116,0.888811510043322,0.243730153577986,0.902200762933841,0.7633752695338741,4.4731916653525605,0.9414718507038106
direct_conflict_relevance,gamma_1_10,117,0.6597858555845177,0.2277194060703332,0.9053208029738952,0.7777810321343661,5.4885252328817575,0.904845060791042
direct_conflict_relevance,gamma_1_10,118,0.897486282377108,0.1966371669304904,0.9056843501199398,0.7821060943222905,5.311386922686267,0.8830129517433967
direct_conflict_relevance,gamma_1_10,119,0.627787483228751,0.3244878992343942,0.9092197054891392,0.7271616243581612,4.254568283159753,0.9290258909048256
direct_conflict_relevance,gamma_1_10,120,0.6380131195573044,0.2172448299033302,0.9033107201500844,0.7757477275645448,5.083348645395546,0.8966494945256525
direct_conflict_relevance,gamma_1_10,121,0.3170897351110893,0.2449821890444729,0.914652435512596,0.755587201200367,6.3999190936543675,0.8854282353224742
direct_conflict_relevance,gamma_1_10,122,0.5552996739918076,0.2743059678016606,0.9071982712960646,0.7434046754165988,3.768707484589183,0.9779689003902328
direct_conflict_relevance,gamma_1_10,123,0.2524804356905365,0.3045069051764798,0.9020270218655156,0.752642238432855,4.669110047801851,0.8980955812253274
direct_conflict_relevance,gamma_1_10,124,0.4354294609265488,0.206573503095806,0.9047213348744092,0.7819038903895693,4.915683848989948,0.8785224905265916
direct_conflict_relevance,gamma_1_10,125,0.9615277165418988,0.3348825774587867,0.9101911237407252,0.7304784083861944,4.552290988220694,0.8622435086014169
direct_conflict_relevance,gamma_1_10,126,0.7750917117570657,0.3166925432625704,0.9004682848970064,0.7216204838539642,3.280994123728089,0.8738677397492447
direct_conflict_relevance,gamma_1_10,127,0.3713577407024224,0.1897862186734122,0.9127644105506452,0.7790223566253436,6.625936071686455,0.918390906728636
direct_conflict_relevance,gamma_1_10,128,0.9319527119072096,0.2543869724008718,0.9040629072442636,0.7534574099807589,4.163667340847109,0.8923071140396885
direct_conflict_relevance,gamma_1_10,129,0.4616004870635161,0.2512660210486409,0.9137267328206372,0.7627679760623346,5.484409207764288,0.9266472152536708
direct_conflict_relevance,gamma_1_10,130,0.5790464776083115,0.2955606028130981,0.914866973204516,0.7310473144994802,4.55789084303729,0.9073203367689562
direct_conflict_relevance,gamma_1_10,131,0.5376475724477732,0.2735684490575035,0.9060958784853492,0.7605039620628654,4.69498249262849,0.9096845574811084
direct_conflict_relevance,gamma_1_10,132,0.6475477061457484,0.2134601703069257,0.9013963938266982,0.7900135543463395,4.826563392704079,0.8624268047745111
direct_conflict_relevance,gamma_1_10,133,0.6366487400272387,0.2382269995495425,0.9216152014091832,0.7667251816591063,6.263640232181756,0.9327874206636854
direct_conflict_relevance,gamma_1_10,134,1.203111477528536,0.2233860365507205,0.9022934862927112,0.7666062522487983,5.256989021807587,0.8735634518875516
direct_conflict_relevance,gamma_1_10,135,0.5832151487538392,0.1944944535560425,0.90620441294704,0.7736423901596196,5.903358079869296,0.9244354568437108
direct_conflict_relevance,gamma_1_10,136,0.9054176734028307,0.2132734789542908,0.914326569880214,0.7554686266125193,5.937666863425662,0.9785813834057632
direct_conflict_relevance,gamma_1_10,137,1.085638314482041,0.2699008763293704,0.9043286250023868,0.7672389221813118,4.487963336248548,0.8569778797262864
direct_conflict_relevance,gamma_1_10,138,1.5287923467403648,0.2842037287828749,0.9088529462481134,0.7219842690360252,4.654108198692592,0.948503277525363
direct_conflict_relevance,gamma_1_10,139,1.654010521002408,0.2653983443621823,0.9149840131277156,0.7544916958238301,4.837386613978477,0.8627636252216531
direct_conflict_relevance,gamma_1_10,140,0.2758056850167167,0.1919641031409983,0.9029717995243663,0.7788422154382205,5.237908412211924,0.965796311686703
direct_conflict_relevance,gamma_1_10,141,0.0686392792805692,0.2122087296252506,0.9026290060315336,0.7721962778993576,5.339007712768279,1.0020179355619183
direct_conflict_relevance,gamma_1_10,142,0.8625138302832067,0.2502452143863092,0.9149976526247968,0.750987591509448,5.769087914661069,0.8527112694568446
direct_conflict_relevance,gamma_1_10,143,0.8061155692569121,0.2906332996217824,0.91452076917915,0.7353897520662517,4.618672654301434,0.905198360137246
direct_conflict_relevance,gamma_1_10,144,0.5899669562913498,0.2794817296508146,0.9035556347840512,0.7533144578724837,4.521803050541642,0.8996741530274524
direct_conflict_relevance,gamma_1_10,145,0.8340610834605786,0.2269994515497492,0.9117112411009304,0.7672403048176648,5.2738197435333705,0.9215223728156932
direct_conflict_relevance,gamma_1_10,146,1.045663849052714,0.2222647123238382,0.916488526735392,0.7581791224661156,5.986990347873451,0.8953980855203406
direct_conflict_relevance,gamma_1_10,147,-0.4904070401157502,0.2038855525808547,0.925767367365022,0.7749736880373587,6.601262286717313,0.9204400826830916
direct_conflict_relevance,gamma_1_10,148,-0.5252377700210165,0.2343196418449169,0.9264427372606084,0.7375991308289684,6.157256731658426,0.9007604871274713
direct_conflict_relevance,gamma_1_10,149,1.4953399446129154,0.3148207713945601,0.9150885852480752,0.742233578508186,4.7030426685871,0.8939691261819571
direct_conflict_relevance,gamma_1_10,150,1.1691673659933122,0.2703487666305226,0.9144236359024004,0.7305471446826671,5.087847628700468,0.8912005588641271
direct_conflict_relevance,gamma_1_10,151,0.1646589119160065,0.2090999760260036,0.9063287262739642,0.7962775557492311,5.472143992311546,0.9316019669464374
direct_conflict_relevance,gamma_1_10,152,0.3770850864795796,0.3316790289714252,0.9049006128678084,0.7054777469761142,3.441480636508191,0.9252624734968324
direct_conflict_relevance,gamma_1_10,153,0.5659877907279632,0.2962948140979988,0.9034327228083588,0.7283358594972678,4.074195114310173,0.9069887070398914
direct_conflict_relevance,gamma_1_10,154,0.7836773804454935,0.3053754203660113,0.9052716327485678,0.7551150763958921,4.389630963418275,0.9277181871782622
direct_conflict_relevance,gamma_1_10,155,0.6730980053575955,0.2099019041923676,0.9123543355333964,0.775127084140468,5.4625647949414855,0.9357113504166522
direct_conflict_relevance,gamma_1_10,156,0.708034625881122,0.2125789555675901,0.9140048803657496,0.7750355893132465,5.381676819353731,0.9320348549830916
direct_conflict_relevance,gamma_1_10,157,1.4231162304473186,0.1937214226898335,0.9079063269103512,0.7915327293405334,5.380521063957264,0.8790453053258197
direct_conflict_relevance,gamma_1_10,158,1.3038724813911584,0.2045776406528798,0.9200727218205004,0.7727428182997874,6.566663793798648,0.929767743448098
direct_conflict_relevance,gamma_1_10,159,0.9647733449877984,0.235519700521231,0.9141258189449526,0.7578853999524415,5.130636436676728,0.8888522683826208
direct_conflict_relevance,gamma_1_10,160,0.4376795098288696,0.1969646720872626,0.9166101715125652,0.7649815405821467,7.009052223892672,0.9295557712333672
direct_conflict_relevance,gamma_1_10,161,0.8284562750188132,0.3261119834535018,0.9065270298368058,0.7369622583827796,4.646516047060681,0.8976466114402336
direct_conflict_relevance,gamma_1_10,162,0.2746411121077319,0.2331475566225707,0.8947970048797975,0.7771344316192706,4.263927765493677,0.949580415493376
direct_conflict_relevance,gamma_1_10,163,0.721134572598151,0.2173022358808775,0.9128169085478848,0.7692738225055322,6.60227845334715,0.9094621590824862
direct_conflict_relevance,gamma_1_10,164,0.7301889610862121,0.188350508200441,0.9181547713675674,0.7624833559726493,5.00274464955775,0.9572441893475488
direct_conflict_relevance,gamma_1_10,165,0.934956125768372,0.2860698550478894,0.9124823501039848,0.7429637979192334,5.566745096954497,0.8994479768229058
direct_conflict_relevance,gamma_1_10,166,0.1875527382742446,0.1921076313025608,0.9139652258656018,0.7664898232208879,5.161005707797291,0.8597868447020272
direct_conflict_relevance,gamma_1_10,167,0.7445058189675166,0.2247815140645965,0.9128488157841784,0.7654446428592966,6.495170502170684,0.9530979036475868
direct_conflict_relevance,gamma_1_10,168,0.8186880588207622,0.2094273851705224,0.916018031315763,0.7757529952833385,6.480446942857202,1.012445469818965
direct_conflict_relevance,gamma_1_10,169,0.5811079231811359,0.2770857944687477,0.8956465062781533,0.7537497556527516,4.3684690051279365,0.8236630231428598
direct_conflict_relevance,gamma_1_10,170,1.1202438898875178,0.2694247008670219,0.9032616111425,0.7453268099598674,4.418520135115521,0.9054598674094978
direct_conflict_relevance,gamma_1_10,171,1.1883696943776525,0.1844424262482855,0.9035032442318944,0.7853906486558861,5.848045185931444,0.94304624375481
direct_conflict_relevance,gamma_1_10,172,0.4539200029046661,0.2410002181463016,0.9167445115658596,0.7463097429200387,5.398057962276366,0.8587428527796619
direct_conflict_relevance,gamma_1_10,173,0.103875017690007,0.1941770272505322,0.9150989020047388,0.7725213568855661,6.253309940821904,0.994231359561947
direct_conflict_relevance,gamma_1_10,174,0.7464824752187855,0.3291327981010697,0.91200722940627,0.7132826474845064,4.1634929045999804,0.8572898313573919
direct_conflict_relevance,gamma_1_10,175,0.2489067238381738,0.1939462183142309,0.9010740664570212,0.7827411250788003,5.147024968677691,0.9570306477770896
direct_conflict_relevance,gamma_1_10,176,1.2451622879062765,0.2121570246699752,0.906398157342602,0.7876573013381062,5.6877497473798355,0.9297718023907796
direct_conflict_relevance,gamma_1_10,177,1.2613829953273228,0.1702309184348127,0.908714966562042,0.7923246032032489,5.6569004431606515,0.8734772241112517
direct_conflict_relevance,gamma_1_10,178,0.6700919829316078,0.2347970101398862,0.915192412318374,0.7633225796496022,5.232629397673053,0.9413076578958848
direct_conflict_relevance,gamma_1_10,179,0.4453752432281783,0.2249380224695171,0.901218939930559,0.7580843973278001,4.172163795109834,0.8652619231541477
direct_conflict_relevance,gamma_1_10,180,0.858794844523596,0.2243908701215404,0.9132559163709916,0.7613384652931536,4.896537490961189,0.936678265454188
direct_conflict_relevance,gamma_1_10,181,0.5646162650288483,0.1920521768810446,0.9066312599670144,0.7766123008363253,4.951040840128406,0.8711086946848805
direct_conflict_relevance,gamma_1_10,182,-0.2676807191999529,0.2538409288821481,0.8994047285918557,0.7768978606147982,5.395914253643967,0.927003858248184
direct_conflict_relevance,gamma_1_10,183,1.3196548968600617,0.2607974489979541,0.9042741808826236,0.7617179269870572,4.792341176916355,0.919681578808928
direct_conflict_relevance,gamma_1_10,184,1.0376146841577436,0.2792093708879802,0.9040682136088204,0.7533035527607838,4.326647052907173,0.9108497284065032
direct_conflict_relevance,gamma_1_10,185,1.4122313071750918,0.2206714081260448,0.9230403227005608,0.7583115059565131,6.225449326550617,0.931796870636016
direct_conflict_relevance,gamma_1_10,186,0.5857417372657888,0.2714731580113041,0.895409300146049,0.7742469424594133,4.150001604707802,0.9279706167900555
direct_conflict_relevance,gamma_1_10,187,0.5344331770091424,0.2374705926973419,0.9087525194455032,0.7605348765793388,5.3101358165032595,0.9112672039678632
direct_conflict_relevance,gamma_1_10,188,0.6151068163149763,0.2597413006468874,0.912096976348212,0.7603082448698189,5.756896362823067,0.9045672452976868
